Date,KMLMSIM_Return,NAV_10000
1995-03-30,-0.016120000000000002,25723.36
1995-03-31,0.01125,26012.8
1995-04-03,0.01095,26297.6
1995-04-04,-0.00267,26227.47
1995-04-05,0.0023499999999999997,26289.19
1995-04-06,0.00334,26376.93
1995-04-07,0.00329,26463.71
1995-04-10,-0.01472,26074.11
1995-04-11,-0.00164,26031.41
1995-04-12,-0.00107,26003.62
1995-04-13,0.0104,26274.05
1995-04-17,0.01375,26635.3
1995-04-18,0.0109,26925.65
1995-04-19,-0.013269999999999999,26568.37
1995-04-20,-0.0027400000000000002,26495.59
1995-04-21,0.0095,26747.4
1995-04-24,-0.00607,26584.91
1995-04-25,0.00243,26649.44
1995-04-26,0.00232,26711.21
1995-04-27,-0.00067,26693.34
1995-04-28,-0.004030000000000001,26585.77
1995-05-01,-0.00387,26482.94
1995-05-02,0.0030299999999999997,26563.07
1995-05-03,0.00582,26717.61
1995-05-04,0.00493,26849.28
1995-05-05,0.00631,27018.75
1995-05-08,0.00599,27180.48
1995-05-09,-0.00464,27054.41
1995-05-10,-0.0008500000000000001,27031.5
1995-05-11,-0.01641,26587.91
1995-05-12,-0.010320000000000001,26313.42
1995-05-15,0.00318,26397.13
1995-05-16,0.0039000000000000003,26500.18
1995-05-17,-0.00025,26493.49
1995-05-18,0.0002,26498.75
1995-05-19,-0.00097,26473.01
1995-05-22,-0.00301,26393.37
1995-05-23,0.00183,26441.71
1995-05-24,0.0066500000000000005,26617.66
1995-05-25,0.01973,27142.89
1995-05-26,0.00545,27290.91
1995-05-30,0.00971,27556.01
1995-05-31,-0.00941,27296.7
1995-06-01,0.00599,27460.29
1995-06-02,0.01081,27757.19
1995-06-05,0.0035399999999999997,27855.41
1995-06-06,-0.00089,27830.67
1995-06-07,0.001,27858.37
1995-06-08,-0.00492,27721.31
1995-06-09,-0.0073,27519.03
1995-06-12,0.00359,27617.77
1995-06-13,0.013229999999999999,27983.14
1995-06-14,0.00649,28164.73
1995-06-15,-0.00386,28055.91
1995-06-16,0.0053300000000000005,28205.34
1995-06-19,0.005869999999999999,28370.82
1995-06-20,0.00621,28546.97
1995-06-21,0.0066300000000000005,28736.25
1995-06-22,0.0108,29046.6
1995-06-23,-0.00035999999999999997,29036.17
1995-06-26,-0.00981,28751.18
1995-06-27,0.00207,28810.75
1995-06-28,0.0039700000000000004,28925.02
1995-06-29,0.00633,29108.09
1995-06-30,0.00216,29170.96
1995-07-03,0.00122,29206.59
1995-07-05,0.00477,29345.79
1995-07-06,0.00165,29394.29
1995-07-07,-0.00149,29350.62
1995-07-10,-0.00264,29273.22
1995-07-11,-0.00517,29121.8
1995-07-12,-0.00099,29092.91
1995-07-13,-0.00025,29085.52
1995-07-14,-0.00614,28906.98
1995-07-17,0.00049,28921.27
1995-07-18,-0.00575,28755.1
1995-07-19,-0.00601,28582.29
1995-07-20,0.0008799999999999999,28607.43
1995-07-21,-0.00182,28555.48
1995-07-24,0.005370000000000001,28708.78
1995-07-25,-0.0033900000000000002,28611.53
1995-07-26,-0.00241,28542.56
1995-07-27,2e-05,28543.01
1995-07-28,-0.00642,28359.87
1995-07-31,-0.00636,28179.4
1995-08-01,0.0069099999999999995,28374.0
1995-08-02,-0.005699999999999999,28212.38
1995-08-03,0.00042,28224.31
1995-08-04,-0.00246,28154.92
1995-08-07,-0.006790000000000001,27963.86
1995-08-08,0.0034799999999999996,28061.29
1995-08-09,-0.0035299999999999997,27962.23
1995-08-10,-0.0027500000000000003,27885.23
1995-08-11,-0.00978,27612.45
1995-08-14,-0.00442,27490.46
1995-08-15,-0.015700000000000002,27058.93
1995-08-16,-0.0008799999999999999,27035.08
1995-08-17,0.0027900000000000004,27110.52
1995-08-18,-0.00026,27103.41
1995-08-21,0.00755,27307.93
1995-08-22,-0.00037999999999999997,27297.63
1995-08-23,0.00021999999999999998,27303.7
1995-08-24,0.00645,27479.68
1995-08-25,0.00625,27651.55
1995-08-28,0.00553,27804.55
1995-08-29,-0.00294,27722.88
1995-08-30,0.00016,27727.28
1995-08-31,0.0028799999999999997,27807.11
1995-09-01,0.01073,28105.36
1995-09-05,0.00995,28385.01
1995-09-06,0.00783,28607.18
1995-09-07,-0.00094,28580.28
1995-09-08,0.0034799999999999996,28679.63
1995-09-11,0.00317,28770.43
1995-09-12,0.00846,29013.87
1995-09-13,0.008579999999999999,29262.72
1995-09-14,0.00586,29434.31
1995-09-15,0.00321,29528.9
1995-09-18,0.005580000000000001,29693.69
1995-09-19,0.008239999999999999,29938.32
1995-09-20,-0.007209999999999999,29722.59
1995-09-21,-0.020560000000000002,29111.64
1995-09-22,-0.0023799999999999997,29042.38
1995-09-25,0.00644,29229.51
1995-09-26,0.00359,29334.33
1995-09-27,-0.0059,29161.15
1995-09-28,0.00491,29304.43
1995-09-29,0.00945,29581.23
1995-10-02,0.00479,29723.04
1995-10-03,0.00501,29871.91
1995-10-04,-0.00153,29826.26
1995-10-05,-0.01222,29461.81
1995-10-06,0.00315,29554.67
1995-10-09,0.00089,29581.1
1995-10-10,0.00074,29603.05
1995-10-11,0.00194,29660.36
1995-10-12,0.0002,29666.27
1995-10-13,0.00764,29892.95
1995-10-16,0.0046,30030.4
1995-10-17,-0.00437,29899.17
1995-10-18,-0.00189,29842.74
1995-10-19,0.00705,30053.26
1995-10-20,-0.0043,29924.1
1995-10-23,-0.00716,29709.88
1995-10-24,0.00223,29776.03
1995-10-25,0.00615,29959.15
1995-10-26,0.00231,30028.25
1995-10-27,-0.00601,29847.91
1995-10-30,0.006059999999999999,30028.77
1995-10-31,0.00886,30294.79
1995-11-01,0.00487,30442.2
1995-11-02,-0.00131,30402.24
1995-11-03,-0.00067,30381.92
1995-11-06,-0.0004,30369.76
1995-11-07,-0.00851,30111.34
1995-11-08,0.00054,30127.52
1995-11-09,-0.00943,29843.46
1995-11-10,-0.00179,29789.95
1995-11-13,-5e-05,29788.55
1995-11-14,-0.00084,29763.4
1995-11-15,-0.00037,29752.45
1995-11-16,0.0045000000000000005,29886.38
1995-11-17,0.00418,30011.22
1995-11-20,-0.0037,29900.24
1995-11-21,-0.0017000000000000001,29849.54
1995-11-22,0.0022,29915.14
1995-11-24,0.00559,30082.44
1995-11-27,0.00311,30176.12
1995-11-28,-0.00621,29988.6
1995-11-29,0.00393,30106.43
1995-11-30,7.000000000000001e-05,30108.6
1995-12-01,0.00345,30212.35
1995-12-04,0.00639,30405.37
1995-12-05,0.00256,30483.33
1995-12-06,-0.00035999999999999997,30472.48
1995-12-07,-0.00113,30437.9
1995-12-08,0.0023799999999999997,30510.3
1995-12-11,-0.00014000000000000001,30505.97
1995-12-12,0.0028799999999999997,30593.84
1995-12-13,0.0037199999999999998,30707.74
1995-12-14,0.0043,30839.66
1995-12-15,0.00333,30942.51
1995-12-18,-0.0027900000000000004,30856.13
1995-12-19,0.00407,30981.63
1995-12-20,0.00262,31062.84
1995-12-21,-0.0044800000000000005,30923.69
1995-12-22,0.00485,31073.79
1995-12-26,0.0018599999999999999,31131.52
1995-12-27,0.01064,31462.79
1995-12-28,0.0004,31475.44
1995-12-29,0.0054600000000000004,31647.31
1996-01-02,0.00866,31921.34
1996-01-03,0.00455,32066.53
1996-01-04,-0.00752,31825.24
1996-01-05,0.0010199999999999999,31857.79
1996-01-08,-0.00685,31639.44
1996-01-09,0.00249,31718.1
1996-01-10,-0.0108,31375.5
1996-01-11,-0.015260000000000001,30896.56
1996-01-12,-0.00555,30724.97
1996-01-15,-0.0038,30608.22
1996-01-16,-0.00998,30302.66
1996-01-17,0.01097,30634.99
1996-01-18,0.0077800000000000005,30873.48
1996-01-19,-0.0027300000000000002,30789.15
1996-01-22,-0.01129,30441.67
1996-01-23,0.00159,30490.06
1996-01-24,0.00491,30639.67
1996-01-25,-0.01345,30227.64
1996-01-26,0.00827,30477.74
1996-01-29,0.00626,30668.41
1996-01-30,0.011000000000000001,31005.79
1996-01-31,0.0044800000000000005,31144.6
1996-02-01,-0.00596,30958.99
1996-02-02,0.00046,30973.11
1996-02-05,-0.029580000000000002,30057.08
1996-02-06,0.01325,30455.2
1996-02-07,0.00781,30692.98
1996-02-08,0.00419,30821.64
1996-02-09,0.005430000000000001,30989.05
1996-02-12,0.0023899999999999998,31063.08
1996-02-13,0.02251,31762.39
1996-02-14,-0.0027800000000000004,31674.18
1996-02-15,-0.00308,31576.76
1996-02-16,-0.00716,31350.78
1996-02-20,-0.013959999999999998,30913.2
1996-02-21,0.0074199999999999995,31142.53
1996-02-22,0.0042899999999999995,31276.05
1996-02-23,-0.00203,31212.67
1996-02-26,0.0027500000000000003,31298.56
1996-02-27,0.00436,31434.98
1996-02-28,0.00722,31661.83
1996-02-29,0.00095,31691.92
1996-03-01,0.01024,32016.55
1996-03-04,-0.00251,31936.06
1996-03-05,-0.0039700000000000004,31809.38
1996-03-06,0.00198,31872.24
1996-03-07,-0.00312,31772.84
1996-03-08,-0.01688,31236.59
1996-03-11,0.0098,31542.64
1996-03-12,-0.0045000000000000005,31400.61
1996-03-13,0.00451,31542.22
1996-03-14,0.005560000000000001,31717.66
1996-03-15,-0.00633,31516.88
1996-03-18,0.01142,31876.92
1996-03-19,-0.00017,31871.64
1996-03-20,0.00647,32077.88
1996-03-21,0.00594,32268.4
1996-03-22,0.00511,32433.24
1996-03-25,0.007850000000000001,32687.94
1996-03-26,-0.0011,32651.87
1996-03-27,0.0042899999999999995,32792.02
1996-03-28,-0.01115,32426.27
1996-03-29,0.00756,32671.35
1996-04-01,0.014950000000000001,33159.95
1996-04-02,0.00538,33338.25
1996-04-03,-0.0008699999999999999,33309.3
1996-04-04,0.00517,33481.44
1996-04-08,0.00818,33755.46
1996-04-09,0.00522,33931.69
1996-04-10,0.01448,34423.07
1996-04-11,0.00611,34633.5
1996-04-12,-0.0004,34619.73
1996-04-15,0.0064600000000000005,34843.46
1996-04-16,-0.017150000000000002,34245.9
1996-04-17,-0.0025700000000000002,34157.76
1996-04-18,-0.0027900000000000004,34062.29
1996-04-19,0.00768,34323.98
1996-04-22,0.01228,34745.64
1996-04-23,0.012199999999999999,35169.44
1996-04-24,0.0016,35225.56
1996-04-25,0.008579999999999999,35527.66
1996-04-26,-0.00907,35205.29
1996-04-29,-0.00172,35144.89
1996-04-30,-0.013580000000000002,34667.78
1996-05-01,0.00701,34910.65
1996-05-02,-0.012849999999999999,34462.2
1996-05-03,-0.0034300000000000003,34344.0
1996-05-06,-0.00312,34236.95
1996-05-07,0.00697,34475.55
1996-05-08,0.00626,34691.41
1996-05-09,-0.00105,34654.98
1996-05-10,0.00626,34871.76
1996-05-13,0.00611,35084.81
1996-05-14,-0.00131,35038.9
1996-05-15,0.0003,35049.33
1996-05-16,-0.0011200000000000001,35009.94
1996-05-17,-0.00306,34902.64
1996-05-20,0.0072499999999999995,35155.83
1996-05-21,-0.00454,34996.26
1996-05-22,-0.0015,34943.73
1996-05-23,-0.0013800000000000002,34895.44
1996-05-24,0.00157,34950.1
1996-05-28,-0.004,34810.33
1996-05-29,-0.01109,34424.11
1996-05-30,-0.00756,34163.95
1996-05-31,-0.00296,34062.73
1996-06-03,0.0028100000000000004,34158.35
1996-06-04,0.00054,34176.92
1996-06-05,-0.00705,33935.9
1996-06-06,0.00722,34180.93
1996-06-07,0.00805,34456.2
1996-06-10,0.00632,34673.85
1996-06-11,0.00196,34741.81
1996-06-12,-0.00122,34699.38
1996-06-13,-0.00168,34640.95
1996-06-14,0.00386,34774.62
1996-06-17,0.00737,35030.95
1996-06-18,-0.00066,35007.88
1996-06-19,-0.00413,34863.32
1996-06-20,0.00795,35140.54
1996-06-21,0.011399999999999999,35540.99
1996-06-24,-0.00032,35529.56
1996-06-25,0.00267,35624.5
1996-06-26,0.0022400000000000002,35704.15
1996-06-27,-0.00147,35651.84
1996-06-28,0.00868,35961.41
1996-07-01,0.00795,36247.44
1996-07-02,-0.00752,35974.94
1996-07-03,0.00365,36106.18
1996-07-05,0.00066,36129.98
1996-07-08,0.00048,36147.19
1996-07-09,0.00234,36231.73
1996-07-10,0.0046500000000000005,36400.33
1996-07-11,0.00931,36739.32
1996-07-12,0.0035099999999999997,36868.39
1996-07-15,-0.00079,36839.34
1996-07-16,-0.02091,36069.12
1996-07-17,-0.01236,35623.48
1996-07-18,-0.00931,35291.83
1996-07-19,-0.01172,34878.19
1996-07-22,-0.0101,34525.87
1996-07-23,0.00445,34679.61
1996-07-24,-0.00459,34520.28
1996-07-25,-0.00486,34352.63
1996-07-26,-0.00653,34128.39
1996-07-29,-0.00245,34044.78
1996-07-30,-0.0032500000000000003,33934.26
1996-07-31,-0.0034000000000000002,33818.74
1996-08-01,0.016819999999999998,34387.62
1996-08-02,0.00266,34479.1
1996-08-05,-0.00369,34351.88
1996-08-06,-0.005180000000000001,34173.98
1996-08-07,0.00422,34318.03
1996-08-08,0.0032700000000000003,34430.39
1996-08-09,0.0006,34451.09
1996-08-12,0.00604,34659.17
1996-08-13,0.00582,34860.85
1996-08-14,-0.0001,34857.42
1996-08-15,-0.00363,34731.01
1996-08-16,0.01146,35128.92
1996-08-19,0.00246,35215.47
1996-08-20,-0.00479,35046.87
1996-08-21,-0.00638,34823.17
1996-08-22,0.00549,35014.5
1996-08-23,-0.00636,34791.79
1996-08-26,-0.00455,34633.62
1996-08-27,-0.00262,34542.98
1996-08-28,0.00377,34673.29
1996-08-29,0.0059099999999999995,34878.24
1996-08-30,-0.00147,34826.8
1996-09-03,0.00959,35160.66
1996-09-04,-0.00334,35043.32
1996-09-05,0.011040000000000001,35430.14
1996-09-06,0.00882,35742.79
1996-09-09,0.00109,35781.79
1996-09-10,0.00817,36074.16
1996-09-11,0.007890000000000001,36358.92
1996-09-12,0.00481,36533.7
1996-09-13,-0.0020599999999999998,36458.57
1996-09-16,-0.009250000000000001,36121.19
1996-09-17,0.00202,36194.2
1996-09-18,-0.00083,36163.98
1996-09-19,-0.00108,36124.78
1996-09-20,0.00316,36238.84
1996-09-23,-0.00256,36146.14
1996-09-24,0.00191,36215.14
1996-09-25,0.013680000000000001,36710.44
1996-09-26,-0.0005,36692.04
1996-09-27,-8.999999999999999e-05,36688.74
1996-09-30,-0.0004,36674.17
1996-10-01,0.00058,36695.57
1996-10-02,0.00458,36863.52
1996-10-03,0.00075,36891.33
1996-10-04,0.00221,36973.01
1996-10-07,0.00234,37059.55
1996-10-08,-0.00161,36999.99
1996-10-09,-0.00161,36940.54
1996-10-10,-0.01559,36364.62
1996-10-11,0.00361,36495.79
1996-10-14,0.0022400000000000002,36577.47
1996-10-15,0.0067,36822.4
1996-10-16,-0.0086,36505.62
1996-10-17,0.00073,36532.33
1996-10-18,0.00358,36663.11
1996-10-21,-6e-05,36660.84
1996-10-22,0.0044,36822.33
1996-10-23,-0.012549999999999999,36360.03
1996-10-24,-0.0072299999999999994,36097.27
1996-10-25,0.00602,36314.63
1996-10-28,-0.00136,36265.34
1996-10-29,-0.00188,36197.03
1996-10-30,0.00329,36315.99
1996-10-31,-0.00459,36149.12
1996-11-01,-0.00681,35902.79
1996-11-04,-0.00628,35677.16
1996-11-05,0.015029999999999998,36213.36
1996-11-06,-0.00367,36080.54
1996-11-07,-0.01467,35551.32
1996-11-08,0.0017299999999999998,35612.88
1996-11-11,-0.00615,35393.69
1996-11-12,-0.00147,35341.61
1996-11-13,0.00255,35431.76
1996-11-14,0.01444,35943.33
1996-11-15,-0.0046500000000000005,35776.06
1996-11-18,-0.00493,35599.71
1996-11-19,-0.0019,35532.09
1996-11-20,-0.00266,35437.42
1996-11-21,0.0064600000000000005,35666.2
1996-11-22,0.00319,35780.15
1996-11-25,0.00179,35844.37
1996-11-26,0.00291,35948.65
1996-11-27,0.0027500000000000003,36047.47
1996-11-29,0.01431,36563.14
1996-12-02,0.01265,37025.72
1996-12-03,-0.0017599999999999998,36960.57
1996-12-04,-0.0025,36868.26
1996-12-05,-0.00573,36657.1
1996-12-06,-0.0023599999999999997,36570.77
1996-12-09,0.01494,37117.23
1996-12-10,-0.0022,37035.59
1996-12-11,-0.01954,36311.83
1996-12-12,0.00189,36380.36
1996-12-13,0.01791,37031.97
1996-12-16,0.01045,37418.78
1996-12-17,-0.00114,37376.02
1996-12-18,0.00387,37520.59
1996-12-19,0.01647,38138.59
1996-12-20,0.0054800000000000005,38347.7
1996-12-23,0.00107,38388.78
1996-12-24,0.00882,38727.37
1996-12-26,-0.005370000000000001,38519.55
1996-12-27,0.00198,38595.75
1996-12-30,-0.00135,38543.6
1996-12-31,0.005580000000000001,38758.77
1997-01-02,-0.01093,38335.02
1997-01-03,0.012350000000000002,38808.63
1997-01-06,0.011930000000000001,39271.65
1997-01-07,-0.00889,38922.43
1997-01-08,0.00869,39260.54
1997-01-09,0.0022500000000000003,39348.89
1997-01-10,-0.01494,38761.0
1997-01-13,-0.00369,38618.16
1997-01-14,0.00787,38921.91
1997-01-15,0.0066300000000000005,39180.02
1997-01-16,-0.0070599999999999994,38903.58
1997-01-17,0.00302,39021.21
1997-01-20,-0.0031,38900.11
1997-01-21,-0.00067,38874.24
1997-01-22,0.00549,39087.85
1997-01-23,-0.00764,38789.05
1997-01-24,-0.00931,38427.83
1997-01-27,0.0035099999999999997,38562.65
1997-01-28,0.0011200000000000001,38605.86
1997-01-29,-0.00468,38425.09
1997-01-30,0.00634,38668.6
1997-01-31,-0.00017,38661.9
1997-02-03,0.00029,38673.11
1997-02-04,0.00962,39045.02
1997-02-05,0.00266,39148.79
1997-02-06,-0.00881,38803.74
1997-02-07,-0.005410000000000001,38593.87
1997-02-10,-0.0007099999999999999,38566.34
1997-02-11,0.00422,38729.0
1997-02-12,-0.0034799999999999996,38594.08
1997-02-13,0.00043,38610.65
1997-02-14,0.0033,38738.06
1997-02-18,-0.006959999999999999,38468.41
1997-02-19,0.00394,38619.99
1997-02-20,-0.01745,37946.19
1997-02-21,-0.00332,37820.21
1997-02-24,-0.00759,37533.12
1997-02-25,0.00095,37568.65
1997-02-26,0.00158,37627.93
1997-02-27,-0.00714,37359.1
1997-02-28,-0.0076500000000000005,37073.23
1997-03-03,0.00218,37154.19
1997-03-04,0.00846,37468.51
1997-03-05,-0.00198,37394.29
1997-03-06,0.00254,37489.14
1997-03-07,0.0064,37729.05
1997-03-10,-0.00547,37522.68
1997-03-11,0.0026,37620.16
1997-03-12,-0.0007199999999999999,37593.15
1997-03-13,0.00313,37710.77
1997-03-14,0.00493,37896.68
1997-03-17,-0.00407,37742.4
1997-03-18,-0.00031,37730.75
1997-03-19,0.00099,37767.97
1997-03-20,0.0027500000000000003,37871.9
1997-03-21,0.005849999999999999,38093.37
1997-03-24,0.0045000000000000005,38264.73
1997-03-25,0.0035199999999999997,38399.27
1997-03-26,-0.00262,38298.7
1997-03-27,-0.00658,38046.57
1997-03-31,0.0046300000000000004,38222.87
1997-04-01,-0.00153,38164.26
1997-04-02,0.00508,38358.1
1997-04-03,-0.004,38204.72
1997-04-04,0.0028000000000000004,38311.79
1997-04-07,0.01043,38711.32
1997-04-08,0.00547,38923.25
1997-04-09,0.007169999999999999,39202.29
1997-04-10,-0.0030299999999999997,39083.44
1997-04-11,-0.00328,38955.3
1997-04-14,-0.00079,38924.5
1997-04-15,0.00916,39280.95
1997-04-16,0.0005099999999999999,39301.04
1997-04-17,-0.00016,39294.66
1997-04-18,-0.0025700000000000002,39193.55
1997-04-21,-0.00393,39039.49
1997-04-22,0.00901,39391.18
1997-04-23,0.0073,39678.75
1997-04-24,-0.00017,39672.06
1997-04-25,0.00185,39745.5
1997-04-28,0.00776,40054.07
1997-04-29,-0.00319,39926.27
1997-04-30,0.00521,40134.36
1997-05-01,-0.00252,40033.12
1997-05-02,0.01139,40489.13
1997-05-05,0.00633,40745.51
1997-05-06,0.00191,40823.36
1997-05-07,-0.0027900000000000004,40709.27
1997-05-08,-0.00437,40531.33
1997-05-09,-0.00437,40354.1
1997-05-12,0.00115,40400.41
1997-05-13,0.00332,40534.69
1997-05-14,0.00033,40547.95
1997-05-15,0.0014399999999999999,40606.32
1997-05-16,-0.00768,40294.37
1997-05-19,0.006670000000000001,40562.99
1997-05-20,-0.00362,40416.25
1997-05-21,0.00025,40426.37
1997-05-22,0.00413,40593.17
1997-05-23,0.005520000000000001,40817.05
1997-05-27,0.00553,41042.86
1997-05-28,0.00082,41076.53
1997-05-29,0.00828,41416.81
1997-05-30,0.00735,41721.33
1997-06-02,0.00845,42074.04
1997-06-03,-0.0035199999999999997,41925.87
1997-06-04,-0.00096,41885.7
1997-06-05,-0.00664,41607.37
1997-06-06,-0.00035999999999999997,41592.29
1997-06-09,-0.013380000000000001,41035.85
1997-06-10,0.00156,41099.98
1997-06-11,-0.00161,41033.84
1997-06-12,0.014870000000000001,41643.81
1997-06-13,0.00092,41682.1
1997-06-16,-0.0008500000000000001,41646.68
1997-06-17,-0.00387,41485.43
1997-06-18,-0.00267,41374.61
1997-06-19,-0.00507,41164.73
1997-06-20,-0.0020499999999999997,41080.29
1997-06-23,-0.00189,41002.74
1997-06-24,-0.00394,40841.3
1997-06-25,-0.00955,40451.08
1997-06-26,-0.0016,40386.16
1997-06-27,0.0062,40636.66
1997-06-30,-0.012159999999999999,40142.53
1997-07-01,0.00213,40228.23
1997-07-02,0.005370000000000001,40444.2
1997-07-03,0.013879999999999998,41005.68
1997-07-07,0.0064800000000000005,41271.48
1997-07-08,-0.00634,41009.63
1997-07-09,-0.00127,40957.37
1997-07-10,0.0009,40994.3
1997-07-11,0.00458,41182.19
1997-07-14,0.00157,41246.69
1997-07-15,-0.00977,40843.82
1997-07-16,0.008239999999999999,41180.33
1997-07-17,6e-05,41182.79
1997-07-18,0.00021,41191.46
1997-07-21,0.005679999999999999,41425.49
1997-07-22,0.0045000000000000005,41611.72
1997-07-23,0.0011799999999999998,41660.65
1997-07-24,0.00381,41819.47
1997-07-25,0.0014399999999999999,41879.82
1997-07-28,-0.006750000000000001,41597.23
1997-07-29,-0.00168,41527.46
1997-07-30,-0.006919999999999999,41240.24
1997-07-31,0.00123,41290.99
1997-08-01,-0.00852,40939.0
1997-08-04,-0.00853,40589.95
1997-08-05,0.006,40833.51
1997-08-06,0.00181,40907.25
1997-08-07,0.00526,41122.31
1997-08-08,-0.01915,40334.69
1997-08-11,0.006730000000000001,40606.05
1997-08-12,-0.0011799999999999998,40558.16
1997-08-13,-0.005659999999999999,40328.71
1997-08-14,0.013349999999999999,40867.12
1997-08-15,-0.00091,40829.76
1997-08-18,0.0038900000000000002,40988.59
1997-08-19,0.00245,41089.13
1997-08-20,0.0018599999999999999,41165.58
1997-08-21,-0.00898,40795.9
1997-08-22,-0.0022400000000000002,40704.53
1997-08-25,0.00394,40864.8
1997-08-26,-6e-05,40862.22
1997-08-27,-0.00331,40727.13
1997-08-28,0.008579999999999999,41076.72
1997-08-29,0.00602,41324.0
1997-09-02,0.01399,41902.29
1997-09-03,-0.00469,41705.86
1997-09-04,-0.00596,41457.24
1997-09-05,-0.00947,41064.65
1997-09-08,0.0052,41278.34
1997-09-09,-0.00577,41040.35
1997-09-10,-0.00361,40892.23
1997-09-11,-5e-05,40890.24
1997-09-12,0.00042,40907.6
1997-09-15,-0.0052,40694.98
1997-09-16,0.00967,41088.7
1997-09-17,-0.00183,41013.5
1997-09-18,0.00111,41059.02
1997-09-19,-0.00393,40897.72
1997-09-22,0.00322,41029.44
1997-09-23,-0.0039700000000000004,40866.47
1997-09-24,-0.00873,40509.66
1997-09-25,-0.00659,40242.5
1997-09-26,0.00638,40499.25
1997-09-29,-0.01265,39986.85
1997-09-30,-0.00321,39858.47
1997-10-01,0.01176,40327.03
1997-10-02,0.00253,40429.04
1997-10-03,-0.0023499999999999997,40333.96
1997-10-06,7.000000000000001e-05,40336.71
1997-10-07,-0.00362,40190.68
1997-10-08,-0.00928,39817.88
1997-10-09,-0.0066300000000000005,39554.04
1997-10-10,0.002,39633.08
1997-10-13,0.0030399999999999997,39753.57
1997-10-14,0.00439,39927.91
1997-10-15,-0.0034799999999999996,39788.96
1997-10-16,-0.00049,39769.56
1997-10-17,0.00443,39945.7
1997-10-20,0.0016200000000000001,40010.61
1997-10-21,0.00364,40156.24
1997-10-22,0.0053300000000000005,40370.23
1997-10-23,0.0008799999999999999,40405.77
1997-10-24,0.014070000000000001,40974.13
1997-10-27,0.00318,41104.37
1997-10-28,-0.02083,40248.29
1997-10-29,0.00317,40375.81
1997-10-30,-0.00034,40362.0
1997-10-31,0.00331,40495.64
1997-11-03,-0.00309,40370.55
1997-11-04,-0.00334,40235.57
1997-11-05,0.0013700000000000001,40290.77
1997-11-06,0.0015,40351.15
1997-11-07,0.00052,40372.22
1997-11-10,-0.0027600000000000003,40260.62
1997-11-11,8.999999999999999e-05,40264.42
1997-11-12,0.00042,40281.49
1997-11-13,0.00021999999999999998,40290.32
1997-11-14,-0.006059999999999999,40046.36
1997-11-17,-0.00098,40006.93
1997-11-18,-0.00209,39923.28
1997-11-19,0.00683,40195.77
1997-11-20,-0.00402,40034.29
1997-11-21,-0.00131,39982.04
1997-11-24,-0.0006900000000000001,39954.31
1997-11-25,0.00366,40100.62
1997-11-26,0.0017000000000000001,40168.87
1997-11-28,-0.0008799999999999999,40133.4
1997-12-01,0.01244,40632.85
1997-12-02,0.00047,40652.02
1997-12-03,0.0005,40672.42
1997-12-04,0.00089,40708.57
1997-12-05,-0.0022400000000000002,40617.19
1997-12-08,0.00199,40697.88
1997-12-09,0.00369,40848.2
1997-12-10,0.00246,40948.69
1997-12-11,0.00553,41175.18
1997-12-12,0.0072299999999999994,41472.8
1997-12-15,0.00107,41517.3
1997-12-16,0.00441,41700.44
1997-12-17,-0.00919,41317.17
1997-12-18,0.01095,41769.67
1997-12-19,0.007169999999999999,42069.32
1997-12-22,0.00256,42176.83
1997-12-23,8.999999999999999e-05,42180.69
1997-12-24,0.0034000000000000002,42323.91
1997-12-26,0.00417,42500.38
1997-12-29,0.0070999999999999995,42801.93
1997-12-30,-0.00432,42616.88
1997-12-31,0.00577,42862.81
1998-01-02,0.00843,43224.35
1998-01-05,0.02149,44153.08
1998-01-06,0.0058,44409.38
1998-01-07,-0.008409999999999999,44036.08
1998-01-08,0.011559999999999999,44545.15
1998-01-09,0.00363,44706.87
1998-01-12,0.00638,44992.1
1998-01-13,-0.00993,44545.49
1998-01-14,-0.0039900000000000005,44367.66
1998-01-15,-0.00601,44101.08
1998-01-16,-0.01099,43616.4
1998-01-20,0.00249,43724.98
1998-01-21,-0.0028299999999999996,43601.19
1998-01-22,0.00247,43709.08
1998-01-23,-0.01332,43126.96
1998-01-26,-0.0023799999999999997,43024.51
1998-01-27,-0.00797,42681.54
1998-01-28,-0.00367,42524.93
1998-01-29,0.00611,42784.76
1998-01-30,0.0038,42947.5
1998-02-02,-0.0034100000000000003,42801.02
1998-02-03,0.0128,43348.95
1998-02-04,-0.0027,43232.1
1998-02-05,-0.00367,43073.65
1998-02-06,0.01072,43535.43
1998-02-09,0.004719999999999999,43740.92
1998-02-10,-0.00058,43715.4
1998-02-11,0.013600000000000001,44310.1
1998-02-12,0.0053300000000000005,44546.43
1998-02-13,0.0077,44889.55
1998-02-17,0.0168,45643.91
1998-02-18,-0.00547,45394.02
1998-02-19,-0.00114,45342.44
1998-02-20,0.00991,45791.87
1998-02-23,0.01139,46313.3
1998-02-24,0.00255,46431.51
1998-02-25,0.0034200000000000003,46590.23
1998-02-26,-0.0023,46483.0
1998-02-27,-0.00709,46153.29
1998-03-02,-0.0028299999999999996,46022.77
1998-03-03,0.00185,46108.05
1998-03-04,0.00357,46272.68
1998-03-05,0.00714,46603.22
1998-03-06,0.00482,46827.63
1998-03-09,0.00982,47287.32
1998-03-10,-2e-05,47286.47
1998-03-11,0.0053100000000000005,47537.43
1998-03-12,0.00295,47677.69
1998-03-13,-0.00241,47562.73
