Date,^SOX,SOXX,SOXL,DGS3MO,^SOX_RETURN,SOXX_RETURN,SEMICON_HYBRID_RETURN,SOXL_RETURN,SOXL_LEGACY_SOX_RETURN,SOXL_LEGACY_SOX,SOXL_MODERN_SOXX_PROXY_RETURN,SOXL_MODERN_SOXX_PROXY,SOXL_HYBRID_SOX_TO_SOXX_RETURN,SOXL_HYBRID_SOX_TO_SOXX,SOXL_3X_CANONICAL_RETURN,SOXL_3X_CANONICAL,SOXL_3X_CANONICAL_STITCHED_RETURN,SOXL_3X_CANONICAL_STITCHED
1994-05-04,118.96743774414062,,,0.0415,0.0,,0.0,,0.0,328.66193202899376,,,0.0,343.03680362968214,0.0,343.03680362968214,0.0,343.03680362968214
1994-05-05,118.21279907226562,,,0.041299999999999996,-0.00634323715954932,,-0.00634323715954932,,-0.0191757639066764,322.3595884152937,,,-0.019188119473333036,336.45457245788555,-0.019188119473333036,336.45457245788555,-0.019188119473333036,336.45457245788555
1994-05-06,117.63807678222656,,,0.043,-0.004861760270880033,,-0.004861760270880033,,-0.014736120017655297,317.6092588315639,,,-0.014748984166958818,331.4922092958033,-0.014748984166958818,331.4922092958033,-0.014748984166958818,331.4922092958033
1994-05-09,115.55408477783203,,,0.0444,-0.017715284552402566,,-0.017715284552402566,,-0.05330063491385905,300.6804836813214,,,-0.053313917895930596,313.8190608662662,-0.053313917895930596,313.8190608662662,-0.053313917895930596,313.8190608662662
1994-05-10,117.3832015991211,,,0.0435,0.015829097039760986,,0.015829097039760986,,0.04733504403868342,314.9132076179494,,,0.047322030306248465,328.6696159752581,0.047322030306248465,328.6696159752581,0.047322030306248465,328.6696159752581
1994-05-11,115.28921508789062,,,0.0432,-0.017838894174838638,,-0.017838894174838638,,-0.05366808487976485,298.0124188617503,,,-0.053681008862320946,311.02629940731464,-0.053681008862320946,311.02629940731464,-0.053681008862320946,311.02629940731464
1994-05-12,114.85942077636719,,,0.0424,-0.0037279663253477757,,-0.0037279663253477757,,-0.011333048730357316,294.6350295965384,,,-0.011345733379903113,307.49747794010136,-0.011345733379903113,307.49747794010136,-0.011345733379903113,307.49747794010136
1994-05-13,113.53006744384766,,,0.0424,-0.011573742262794395,,-0.011573742262794395,,-0.03487037654269718,284.3609951718384,,,-0.03488306119224297,296.77102460065646,-0.03488306119224297,296.77102460065646,-0.03488306119224297,296.77102460065646
1994-05-16,111.18120574951172,,,0.0431,-0.02068933584926913,,-0.02068933584926913,,-0.06221912832793946,266.6683019217812,,,-0.06223202239386927,278.3023635518569,-0.06223202239386927,278.3023635518569,-0.06223202239386927,278.3023635518569
1994-05-17,110.70643615722656,,,0.043,-0.00427023244697311,,-0.00427023244697311,,-0.012961536545934528,263.21187098077974,,,-0.012974400695238048,274.6915571727033,-0.012974400695238048,274.6915571727033,-0.012974400695238048,274.6915571727033
1994-05-18,115.6590347290039,,,0.0429,0.04473632016067808,,0.04473632016067808,,0.1340584028521359,298.49763401618554,,,0.13404556861945868,311.51274314888286,0.13404556861945868,311.51274314888286,0.13404556861945868,311.51274314888286
1994-05-19,118.95244598388672,,,0.0424,0.028475175005562514,,0.028475175005562514,,0.08527637526237355,323.95243026948043,,,0.08526369061282775,338.07346930268244,0.08526369061282775,338.07346930268244,0.08526369061282775,338.07346930268244
1994-05-20,118.5526351928711,,,0.0426,-0.003361097686631731,,-0.003361097686631731,,-0.010233005964442918,320.6374231183371,,,-0.010245750447241289,334.60965290337407,-0.010245750447241289,334.60965290337407,-0.010245750447241289,334.60965290337407
1994-05-23,117.82798767089844,,,0.0435,-0.0061124539390772226,,-0.0061124539390772226,,-0.018489608897831206,314.7089625668706,,,-0.018502622630266162,328.4184967672586,-0.018502622630266162,328.4184967672586,-0.018502622630266162,328.4184967672586
1994-05-24,119.04239654541016,,,0.0432,0.010306624924323105,,0.010306624924323105,,0.03076847241772038,324.3920766012187,,,0.030755548435164284,338.5191877515879,0.030755548435164284,338.5191877515879,0.030755548435164284,338.5191877515879
1994-05-25,119.02740478515625,,,0.042800000000000005,-0.00012593631083512857,,-0.00012593631083512857,,-0.0005280849872868477,324.2207700155708,,,-0.0005408893033377932,338.3360863439584,-0.0005408893033377932,338.3360863439584,-0.0005408893033377932,338.3360863439584
1994-05-26,117.85797119140625,,,0.042699999999999995,-0.009824910455376368,,-0.009824910455376368,,-0.029624725845793697,314.6158185903474,,,-0.029637500245218353,328.3086505019731,-0.029637500245218353,328.3086505019731,-0.029637500245218353,328.3086505019731
1994-05-27,118.36272430419922,,,0.043,0.004282723584077663,,0.004282723584077663,,0.012697331547217793,318.61059994898835,,,0.012684467397914272,332.47307087571863,0.012684467397914272,332.47307087571863,0.012684467397914272,332.47307087571863
1994-05-31,121.71611022949219,,,0.0431,0.028331435804692662,,0.028331435804692662,,0.08484318663394591,345.6425385440138,,,0.08483029256801611,360.6768587490926,0.08483029256801611,360.6768587490926,0.08483029256801611,360.6768587490926
