Date,SOXL_OPEN,SOXL_CLOSE,SOXL_CTO_RETURN,SOXL_OTC_RETURN
2010-03-11,0.5844889602592814,0.6008637547492981,,0.028015575320281094
2010-03-12,0.6013188564228288,0.586005687713623,0.0007574124249192238,-0.02546597124910044
2010-03-15,0.5741795587823233,0.5675077438354492,-0.020180911515451205,-0.011619736099667377
2010-03-16,0.5746342264057834,0.6135998368263245,0.012557507184255412,0.06780941445876398
2010-03-17,0.6367977997519007,0.6357361674308777,0.037806338159346975,-0.001667141942758854
2010-03-18,0.6357359559832068,0.6202709078788757,-3.3260286536052064e-07,-0.024326212728385532
2010-03-19,0.6125381543289127,0.592069685459137,-0.01246673582742508,-0.03341582679400701
2010-03-22,0.580395577941401,0.6348263025283813,-0.019717455232795777,0.0937821145709623
2010-03-23,0.6437723350919643,0.6757632493972778,0.014092094999770488,0.04969290005409066
2010-03-24,0.6692442173785014,0.6383140683174133,-0.009646917059474402,-0.04621653539606907
2010-03-25,0.6659083242787047,0.6351301074028015,0.0432299041035229,-0.046219901079088355
2010-03-26,0.6521107503194421,0.6251232624053955,0.026735691976685683,-0.04138482290136536
2010-03-29,0.645288036775614,0.6419530510902405,0.03225727721701954,-0.00516821248079824
2010-03-30,0.6519597172319441,0.654233992099762,0.015587847311745229,0.00348836716089429
2010-03-31,0.6592374325814359,0.6440752744674683,0.00764778434335911,-0.022999540627715476
2010-04-01,0.6621175414809095,0.6461976170539856,0.02801266828377913,-0.024043955082834634
2010-04-05,0.6707599922988018,0.7009323835372925,0.038010624918111136,0.04498239546918281
2010-04-06,0.6875894277423402,0.6903185248374939,-0.01903600990386023,0.0039690794899429616
2010-04-07,0.6939574942561232,0.6971414685249329,0.005271435268937585,0.00458814018893583
2010-04-08,0.6845572641893033,0.6724280714988708,-0.01805114873205893,-0.017718302507236716
2010-04-09,0.6801607160273468,0.6903185248374939,0.011499586136015427,0.014934424424680515
2010-04-12,0.7007802721796609,0.7076030969619751,0.015154956684133358,0.009736040030198012
2010-04-13,0.7115456951284489,0.7212486267089844,0.005571764995660589,0.013636413862055496
2010-04-14,0.7659765192609903,0.8140392899513245,0.06201452716256339,0.06274705487931254
2010-04-15,0.8285945720265769,0.8210139274597168,0.0178803188678065,-0.009148798245587564
2010-04-16,0.8111589456762716,0.7906904220581055,-0.01200342826575107,-0.0252336779705995
2010-04-19,0.7641570627689107,0.764005184173584,-0.03355720336175372,-0.00019875311336703394
2010-04-20,0.7862930219221557,0.8010003566741943,0.029172364547081164,0.018704648702191795
2010-04-21,0.8066105319277515,0.7759832739830017,0.007003960993039904,-0.03797031743628787
