n_tqqq_pct,m_soxl_pct,cagr,annualized_vol,max_drawdown,final_multiple,start,end,uvix_entries,uvix_exits,uvix_gspc_profit_exit_only,uvix_rsi_exit_only,uvix_rsi_and_gspc_profit_exit,low_rsi_entries,low_rsi_exits,skipped_uvix_entry_days,below_sma_periods,tqqq_triggered_periods,soxl_triggered_periods,base_wait_days,base_tqqq_days,base_soxl_days,annual_fee,financing_multiplier,overlap_days,overlap_log_mse,first_actual_soxl_date,benchmark_before_switch,benchmark_after_switch,switch_date
0.0,0.0,0.871538357460149,0.8100840856714342,-0.9677226562825109,332464.83452648344,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,0,92,0,3885,1227,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,0.5,0.8419303172432877,0.8043081446051493,-0.9736739665429947,240578.19716269505,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,42,0,4019,1093,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,1.0,0.8420394202911781,0.804166466258959,-0.9736739665429947,240867.43715037906,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,41,0,4022,1090,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,1.5,0.8435185522259936,0.8041276519162274,-0.9736739665429947,244821.4912132516,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,41,0,4024,1088,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,2.0,0.8364824890261457,0.8037498283629962,-0.9736739665429947,226548.20794619518,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,40,0,4031,1081,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,2.5,0.833597755219168,0.8032057992635256,-0.9736739665429947,219437.63093405642,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,38,0,4038,1074,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,3.0,0.8321239704337549,0.8031476335137192,-0.9736739665429947,215887.30018417572,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,38,0,4047,1065,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,3.5,0.835028524996118,0.8025337589123004,-0.9736739665429947,222937.38999496197,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,35,0,4058,1054,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,4.0,0.835275785286635,0.8024754390317863,-0.9736739665429947,223547.55761654233,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,35,0,4059,1053,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,4.5,0.8339390259495121,0.8020827708215749,-0.9736739665429947,220267.62695916585,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,35,0,4065,1047,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,5.0,0.8366109408462166,0.801300365517812,-0.9736739665429947,226869.86816165107,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,35,0,4070,1042,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,5.5,0.8511568702405978,0.8006608298824734,-0.9736739665429945,266242.1508321937,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,31,0,4086,1026,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,6.0,0.850190579287156,0.8005150281916659,-0.972900896509743,263437.0579948948,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,29,0,4094,1018,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
0.0,6.5,0.8490352330943847,0.7999232806803938,-0.9727989562494409,260120.02461920126,2005-12-20,2026-04-17,160,159,79,19,61,0,0,132,92,92,28,0,4102,1010,0.0075,0.0,4058,0.047217812435010435,2010-03-11,^SOX,SOXX,2021-08-25
