episode_id,entry_date,exit_date,entry_index,exit_index,holding_days,days_since_previous_exit,calendar_days_since_previous_exit,episode_return,episode_return_pct,entry_rsi,exit_rsi,entry_tqqq_open,exit_tqqq_open,tqqq_open_return_during_episode,is_win,pre5_tqqq_open_return,pre10_tqqq_open_return,pre20_tqqq_open_return,episode_tqqq_open_return,max_rsi_during_episode,min_rsi_during_episode,rsi_change,max_tqqq_open_return_from_entry,min_tqqq_open_return_from_entry
1,2010-03-12,2010-03-12,19,19,1,,,-0.0102305825670487,-1.0230582567048785,70.50812620706434,70.50812620706434,0.2638895979872641,0.2638895979872641,0.0,False,0.06518179226751131,0.17832683172691177,0.28245972355324533,0.0,70.50812620706434,70.50812620706434,0.0,0.0,0.0
2,2010-03-16,2010-03-19,21,24,4,2.0,4.0,-0.0902986216048696,-9.029862160486967,70.12376771009264,75.26238926893018,0.2624014310995993,0.2645347096236503,0.0081298280848218,False,0.053404031125448004,0.11496711834287465,0.22717809753167018,0.008129828084821877,75.26238926893018,70.12376771009264,5.138621558837542,0.01947614170255063,0.0
3,2010-03-23,2010-03-25,26,28,3,2.0,4.0,0.0241864538078644,2.418645380786444,71.89290650080268,69.63035080799919,0.2735408927162865,0.280091067697814,0.0239458711876079,True,-0.0036885694505320865,0.059741940229319335,0.18874271104234097,0.023945871187607937,73.1182584187542,69.63035080799919,-2.2625556928034882,0.023945871187607937,0.0
4,2010-03-30,2010-03-30,31,31,1,3.0,5.0,-0.0232839711713994,-2.3283971171399465,70.45936744234211,70.45936744234211,0.2791488268082483,0.2791488268082483,0.0,False,0.013517632175605643,0.05654346749267969,0.18948634892337668,0.0,70.45936744234211,70.45936744234211,0.0,0.0,0.0
5,2010-04-05,2010-04-07,34,36,3,3.0,6.0,-0.1114185652113058,-11.141856521130588,70.6238940743174,73.36974312601969,0.2774615473895696,0.2846070697167064,0.0257531985760324,False,0.012694894872088858,0.05496350799730476,0.15637150081472262,0.02575319857603242,73.36974312601969,70.6238940743174,2.7458490517022796,0.02575319857603242,0.0
6,2010-04-09,2010-04-16,38,43,6,2.0,2.0,0.025006854846719,2.500685484671905,69.92047396119202,76.8886363631673,0.285921805492033,0.306911742306367,0.0734114586965939,True,0.007199968137235668,0.0035442930033000586,0.09342588019275122,0.07341145869659393,78.33122397440651,69.92047396119202,6.9681624019752775,0.07341145869659393,0.0
7,2010-04-26,2010-04-26,49,49,1,6.0,10.0,-0.0210653815263348,-2.106538152633486,70.61925629618503,70.61925629618503,0.3173575755928351,0.3173575755928351,0.0,False,0.05718167480249914,0.07619439973699871,0.13684896596321527,0.0,70.61925629618503,70.61925629618503,0.0,0.0,0.0
8,2010-10-14,2010-10-14,169,169,1,120.0,171.0,0.0344071668865759,3.440716688657597,70.08633610583959,70.08633610583959,0.2952510749540548,0.2952510749540548,0.0,True,0.05517570942712413,0.05067320928990893,0.18239185784710332,0.0,70.08633610583959,70.08633610583959,0.0,0.0,0.0
9,2010-11-04,2010-11-09,184,187,4,15.0,21.0,0.0666817729653312,6.668177296533129,70.3765145305916,76.54909212866175,0.3514723771101954,0.3579977871959806,0.0185659258330257,True,0.024627931761505684,0.07857429641559066,0.2108909225810509,0.018565925833025743,77.66117872321493,70.3765145305916,6.1725775980701485,0.018565925833025743,-0.00331776086609592
10,2010-12-22,2010-12-23,217,218,2,30.0,43.0,0.019256645924941,1.925664592494103,70.93178641488345,71.08727313738517,0.3748699108776566,0.3732568719434455,-0.0043029298628812,True,0.02887890068923915,0.04679029330809592,0.1433550604463918,-0.004302929862881277,71.08727313738517,70.93178641488345,0.15548672250172046,0.0,-0.004302929862881277
11,2010-12-28,2010-12-30,220,222,3,2.0,5.0,-0.0026143606262406,-0.2614360626240652,71.35592443545777,71.27512531448826,0.3752909668124938,0.3732569108922421,-0.0054199437240064,False,-0.0008736040724692806,-0.002279896098791756,0.1151312507666431,-0.0054199437240064485,71.35592443545777,71.23545313232921,-0.08079912096950181,0.0,-0.0054199437240064485
12,2011-01-04,2011-01-19,225,235,11,3.0,5.0,-0.194583060244934,-19.4583060244934,75.93269274461557,76.71853307179266,0.388292096394472,0.4251365361320946,0.0948884617527516,False,0.0036382019326781645,0.01885995492242465,0.06638286682835726,0.09488846175275167,76.71853307179266,69.49391575483924,0.7858403271770982,0.09488846175275167,-0.023704934812395884
