episode_id,entry_date,exit_date,entry_index,exit_index,holding_days,days_since_previous_exit,calendar_days_since_previous_exit,episode_return,episode_return_pct,entry_rsi,exit_rsi,entry_tqqq_open,exit_tqqq_open,tqqq_open_return_during_episode,is_win,pre5_tqqq_open_return,pre10_tqqq_open_return,pre20_tqqq_open_return,episode_tqqq_open_return,max_rsi_during_episode,min_rsi_during_episode,rsi_change,max_tqqq_open_return_from_entry,min_tqqq_open_return_from_entry,GSPC_OPEN,GSPC_CLOSE,GSPC_SMA160_PREV_CLOSE,GSPC_STD160_PREV_CLOSE,GSPC_SMA160_RATIO,GSPC_SMA160_Z,GSPC_SMA50_RATIO,GSPC_SMA20_RATIO,GSPC_BB20_Z,GSPC_SMA160_SLOPE_20D,GSPC_CLOSE_RET_5D,GSPC_CLOSE_RET_10D,GSPC_CLOSE_RET_20D
1,2010-03-12,2010-03-12,19,19,1,,,-0.0102305825670487,-1.0230582567048785,70.50812620706434,70.50812620706434,0.2638895979872641,0.2638895979872641,0.0,False,0.0651817922675113,0.1783268317269117,0.2824597235532453,0.0,70.50812620706434,70.50812620706434,0.0,0.0,0.0,1151.7099609375,1149.989990234375,1074.476309967041,45.908306330971556,0.07188027344486358,1.6823459008409132,0.03572735336385846,0.03436907267599776,1.863014770611395,0.023582753162173953,0.009914849869696596,0.041195484252731784,0.06631619004154699
2,2010-03-16,2010-03-19,21,24,4,2.0,4.0,-0.0902986216048696,-9.029862160486967,70.12376771009264,75.26238926893018,0.2624014310995993,0.2645347096236503,0.0081298280848218,False,0.053404031125448,0.1149671183428746,0.2271780975316701,0.0081298280848218,75.26238926893018,70.12376771009264,5.138621558837542,0.0194761417025506,0.0,1150.8299560546875,1159.4599609375,1076.6322475433349,45.362750656790965,0.06891648348882118,1.6356527643732064,0.03404548505482308,0.02682264578751603,1.5614688701174475,0.02360843635115173,0.016668868060444986,0.03679650560909287,0.058993274186310396
3,2010-03-23,2010-03-25,26,28,3,2.0,4.0,0.0241864538078644,2.418645380786444,71.89290650080268,69.63035080799919,0.2735408927162865,0.280091067697814,0.0239458711876079,True,-0.003688569450532,0.0597419402293193,0.1887427110423409,0.0239458711876079,73.1182584187542,69.63035080799919,-2.262555692803488,0.0239458711876079,0.0,1166.469970703125,1174.1700439453125,1082.2949348449706,44.524076317882376,0.0777745817226907,1.8905509742006,0.045210131631617134,0.027081650680442992,1.343474733933888,0.023318228429174637,0.012687012491503724,0.029567358689250867,0.07269328534086728
4,2010-03-30,2010-03-30,31,31,1,3.0,5.0,-0.0232839711713994,-2.3283971171399465,70.45936744234211,70.45936744234211,0.2791488268082483,0.2791488268082483,0.0,False,0.0135176321756056,0.0565434674926796,0.1894863489233766,0.0,70.45936744234211,70.45936744234211,0.0,0.0,0.0,1173.75,1173.27001953125,1087.4753719329833,44.72064934552766,0.07933478798114191,1.9291899677133084,0.04938056876768204,0.018937265332313657,1.2684168957707482,0.0215646005759198,-0.0007665196525014073,0.011910767994596005,0.04914554824501072
5,2010-04-05,2010-04-07,34,36,3,3.0,6.0,-0.1114185652113058,-11.141856521130588,70.6238940743174,73.36974312601969,0.2774615473895696,0.2846070697167064,0.0257531985760324,False,0.0126948948720888,0.0549635079973047,0.1563715008147226,0.0257531985760324,73.36974312601969,70.6238940743174,2.7458490517022796,0.0257531985760324,0.0,1178.7099609375,1187.43994140625,1090.6849975585938,44.639521310387956,0.0807061283284749,1.9719065257633526,0.051999752409430666,0.016153812433941317,1.5295980342591173,0.020860621075935892,0.017872582652703084,0.02374335409303896,0.04280318988704179
6,2010-04-09,2010-04-16,38,43,6,2.0,2.0,0.025006854846719,2.500685484671905,69.92047396119202,76.8886363631673,0.285921805492033,0.306911742306367,0.0734114586965939,True,0.0071999681372356,0.0035442930033,0.0934258801927512,0.0734114586965939,78.33122397440651,69.92047396119202,6.9681624019752775,0.0734114586965939,0.0,1187.469970703125,1194.3699951171875,1095.4321838378905,44.42953163957249,0.084019611823688,2.071545286857318,0.053264495041079885,0.015715101248411134,1.5920137628931053,0.020668000137136433,0.013810389498699394,0.02456830923823472,0.03836591081642049
7,2010-04-26,2010-04-26,49,49,1,6.0,10.0,-0.0210653815263348,-2.106538152633486,70.61925629618503,70.61925629618503,0.3173575755928351,0.3173575755928351,0.0,False,0.0571816748024991,0.0761943997369987,0.1368489659632152,0.0,70.61925629618503,70.61925629618503,0.0,0.0,0.0,1217.0699462890625,1212.050048828125,1108.2709976196288,46.68098533867048,0.09816998631482243,2.3306909200844297,0.053927643796467306,0.02079376582381509,1.6790983627702971,0.02107261183480169,0.012133433312089936,0.01301322931728044,0.03896834735403054
8,2010-10-14,2010-10-14,169,169,1,120.0,171.0,0.0344071668865759,3.440716688657597,70.08633610583959,70.08633610583959,0.2952510749540548,0.2952510749540548,0.0,True,0.0551757094271241,0.0506732092899089,0.1823918578471033,0.0,70.08633610583959,70.08633610583959,0.0,0.0,0.0,1177.8199462890625,1173.81005859375,1123.0038722991944,46.603902404565055,0.04881200799213614,1.1762121015964233,0.05770676594800683,0.026123047994045967,2.0072275931036034,0.006772776717270945,0.013600330900908064,0.028575279370094853,0.04370211701344218
9,2010-11-04,2010-11-09,184,187,4,15.0,21.0,0.0666817729653312,6.668177296533129,70.3765145305916,76.54909212866175,0.3514723771101954,0.3579977871959806,0.0185659258330257,True,0.0246279317615056,0.0785742964155906,0.2108909225810509,0.0185659258330257,77.66117872321493,70.3765145305916,6.1725775980701485,0.0185659258330257,-0.0033177608660959,1198.3399658203125,1221.06005859375,1127.0851856231689,49.364991928526884,0.06322040348507163,1.443427364483517,0.05102273769391541,0.016611512018197994,2.008026912385947,0.00540492643509527,0.03149236207255335,0.03456869544891816,0.05440132360363226
10,2010-12-22,2010-12-23,217,218,2,30.0,43.0,0.019256645924941,1.925664592494103,70.93178641488345,71.08727313738517,0.3748699108776566,0.3732568719434455,-0.0043029298628812,True,0.0288789006892391,0.0467902933080959,0.1433550604463918,-0.0043029298628812,71.08727313738517,70.93178641488345,0.1554867225017204,0.0,-0.0043029298628812,1254.93994140625,1258.8399658203125,1132.7485591888428,57.3779546371856,0.10787158476273673,2.12958762629397,0.04241282274072966,0.02681334047475481,1.4311205199300827,0.0027411640381580504,0.01911383768600161,0.024880268175434983,0.06615397816912627
