date,sp500_forward_pe,qqq_forward_pe
1982-05-21,6.613084157307943,
1982-05-24,6.607328231392038,
1982-05-25,6.584879812915711,
1982-05-26,6.510627182898243,
1982-05-27,6.484725296702172,
1982-05-28,6.439828020600519,
1982-06-01,6.719124904413492,
1982-06-02,6.740784011326166,
1982-06-03,6.729954457869829,
1982-06-04,6.623463772379928,
1982-06-07,6.625269080468928,
1982-06-08,6.595788348883852,
1982-06-09,6.557283371931439,
1982-06-10,6.594585269173385,
1982-06-11,6.692652560627884,
1982-06-14,6.615642606723059,
1982-06-15,6.599398506046319,
1982-06-16,6.55006397563757,
1982-06-17,6.473655332080211,
1982-06-18,6.454402843604005,
1982-06-21,6.44958960673107,
1982-06-22,6.515770466195092,
1982-06-23,6.626472160179396,
1982-06-24,6.607821441066189,
1982-06-25,6.566308076314309,
1982-06-28,6.633692015488798,
1982-06-29,6.63068362768933,
1982-06-30,6.594585269173385,
1982-07-01,6.459003601911081,
1982-07-02,6.3960238566564245,
1982-07-06,6.3746344236830685,
1982-07-07,6.370475392454939,
1982-07-08,6.388893894565171,
1982-07-09,6.466133564002335,
1982-07-12,6.510100530314053,
1982-07-13,6.502970568222799,
1982-07-14,6.561791735549731,
1982-07-15,6.563574112747443,
1982-07-16,6.599223016602902,
1982-07-19,6.579022137294958,
1982-07-20,6.627148134834806,
1982-07-21,6.620018172743551,
1982-07-22,6.623583380439381,
1982-07-23,6.605164425028743,
1982-07-26,6.557038427488895,
1982-07-27,6.501782467857793,
1982-07-28,6.40137098824956,
1982-07-29,6.400182887884554,
1982-07-30,6.362751153530978,
1982-08-02,7.152744067182515,
1982-08-03,7.077265389093836,
1982-08-04,6.966344536057145,
1982-08-05,6.90202394135996,
1982-08-06,6.806854999163201,
1982-08-09,6.765506045429296,
1982-08-10,6.749753633845146,
1982-08-11,6.734001723005213,
1982-08-12,6.722187664689209,
1982-08-13,6.816043655548513,
1982-08-16,6.831795566388446,
1982-08-17,7.156681919706444,
1982-08-18,7.123865146689124,
1982-08-19,7.164558125498519,
1982-08-20,7.41790315250755,
1982-08-23,7.62071107014158,
1982-08-24,7.570829434946872,
1982-08-25,7.717192462931575,
1982-08-26,7.780857082704251,
1982-08-27,7.6863446161762194,
1982-08-30,7.722443266792959,
1982-08-31,7.843865226808199,
1982-09-01,7.728758169934641,
1982-09-02,7.862091563106362,
1982-09-03,8.0183006735409,
1982-09-07,7.932679918077256,
1982-09-08,7.986927905113868,
1982-09-09,7.971895504621119,
1982-09-10,7.906536027496936,
1982-09-13,7.989542344037224,
1982-09-14,8.045751534256281,
1982-09-15,8.123529471603094,
1982-09-16,8.089542264252707,
1982-09-17,8.009804121029923,
1982-09-20,8.007189682106565,
1982-09-21,8.162091323752808,
1982-09-22,8.103921429004544,
1982-09-23,8.092156703176062,
1982-09-24,8.060130699008118,
1982-09-27,8.079738741606668,
1982-09-28,8.054901821161407,
1982-09-29,7.949673023099213,
1982-09-30,7.87058811561734,
1982-10-01,8.272268357093656,
1982-10-04,8.2410702277775,
1982-10-05,8.272946723529785,
1982-10-06,8.543556978043167,
1982-10-07,8.735493801551021,
1982-10-08,8.88809365083512,
1982-10-11,9.120045297560875,
1982-10-12,9.11801071569447,
1982-10-13,9.271967297850827,
1982-10-14,9.126827927038198,
1982-10-15,9.05900577180082,
1982-10-18,9.273322995839123,
1982-10-19,9.263150086507101,
1982-10-20,9.442878383932568,
1982-10-21,9.431348741728288,
1982-10-22,9.415749935791201,
1982-10-25,9.042050232991476,
1982-10-26,9.120723146555024,
1982-10-27,9.175658926715865,
1982-10-28,9.060361469789116,
1982-10-29,9.069178681132842,
1982-11-01,9.809558379486107,
1982-11-02,9.955829507108188,
1982-11-03,10.345401529122919,
1982-11-04,10.271542802571734,
1982-11-05,10.293990127596624,
1982-11-08,10.169442609804943,
1982-11-09,10.356263886492465,
1982-11-10,10.221578831434423,
1982-11-11,10.264301230992036,
1982-11-12,10.103548065119254,
1982-11-15,9.92251982471375,
1982-11-16,9.805937593696259,
1982-11-17,9.987689549296254,
1982-11-18,10.017378445900842,
1982-11-19,9.921796109519258,
1982-11-22,9.719044259283356,
1982-11-23,9.625633068485246,
1982-11-24,9.694424683766293,
1982-11-26,9.766835979928494,
1982-11-29,9.717595723985678,
1982-11-30,10.031136768957053,
1982-12-01,9.951219599763494,
1982-12-02,9.958393638753137,
1982-12-03,9.949067606987535,
1982-12-06,10.170014653691602,
1982-12-07,10.238163645674542,
1982-12-08,10.173601673186424,
1982-12-09,10.043041606886657,
1982-12-10,10.012195647361459,
1982-12-13,10.039454587391834,
1982-12-14,9.856527539202608,
1982-12-15,9.70157858631019,
1982-12-16,9.705882571862109,
1982-12-17,9.862984612135154,
1982-12-20,9.77403156384505,
1982-12-21,9.943328594716753,
1982-12-22,9.959110604810235,
1982-12-23,10.022955611241256,
1982-12-27,10.19870862044084,
1982-12-28,10.09827864221384,
1982-12-29,10.131994655176761,
1982-12-30,10.066714622026877,
1982-12-31,10.088952610448237,
1983-01-03,9.586971333187153,
1983-01-04,9.796257838555201,
1983-01-05,9.837838303109297,
1983-01-06,10.067221363302906,
1983-01-07,10.060983553415193,
1983-01-10,10.171864087269359,
1983-01-11,10.102564017969291,
1983-01-12,10.165627334816786,
1983-01-13,10.09909880301726,
1983-01-14,10.162854739881107,
1983-01-17,10.167706252300977,
1983-01-18,10.14552972255609,
1983-01-19,10.067221363302906,
1983-01-20,10.137906672635676,
1983-01-21,9.968815391789024,
1983-01-24,9.69993078452551,
1983-01-25,9.823284823284823,
1983-01-26,9.808731343460346,
1983-01-27,9.997921294002836,
1983-01-28,10.014552633876363,
1983-01-31,10.069300280787097,
1983-02-01,9.93318847739404,
1983-02-02,9.951947932022467,
1983-02-03,10.02351460469841,
1983-02-04,10.154141646964671,
1983-02-07,10.2090321886442,
1983-02-08,10.123569270245708,
1983-02-09,10.07493188010899,
1983-02-10,10.248637602179835,
1983-02-11,10.25905952141785,
1983-02-14,10.347996766300875,
1983-02-15,10.304223645285623,
1983-02-16,10.24377333305837,
1983-02-17,10.244468834484628,
1983-02-18,10.283378746594003,
1983-02-22,10.108283081886228,
1983-02-23,10.199304710616856,
1983-02-24,10.39455083280558,
1983-02-25,10.404278310832924,
1983-02-28,10.28754751428921,
1983-03-01,10.23083640745865,
1983-03-02,10.327123314240326,
1983-03-03,10.407135984158344,
1983-03-04,10.420019625675687,
1983-03-07,10.420019625675687,
1983-03-08,10.256602655828901,
1983-03-09,10.365773204127922,
1983-03-10,10.293219430106028,
1983-03-11,10.255247245421922,
1983-03-14,10.227445812112332,
1983-03-15,10.264061551725025,
1983-03-16,10.158281598772321,
1983-03-17,10.143363806980076,
1983-03-18,10.164384049597032,
1983-03-21,10.251856650075606,
1983-03-22,10.215918615666403,
1983-03-23,10.361704903578115,
1983-03-24,10.399677088262221,
1983-03-25,10.352211857407088,
1983-03-28,10.296610025452344,
1983-03-29,10.278979343517271,
1983-03-30,10.401033533333633,
1983-03-31,10.371876689617064,
1983-04-04,10.188395972484718,
1983-04-05,10.1138233095313,
1983-04-06,10.0565626474597,
1983-04-07,10.104501853657435,
1983-04-08,10.177077134349489,
1983-04-11,10.32954973742111,
1983-04-12,10.374826105924521,
1983-04-13,10.438078914780215,
1983-04-14,10.527964164429099,
1983-04-15,10.569911223842741,
1983-04-18,10.63582788635525,
1983-04-19,10.56724838614842,
1983-04-20,10.700412622039352,
1983-04-21,10.656468180364346,
1983-04-22,10.68110323889617,
1983-04-25,10.57390598836547,
1983-04-26,10.773652342201869,
1983-04-27,10.749017283670044,
1983-04-28,10.849555916021199,
1983-04-29,10.94809716611099,
1983-05-02,10.669031118779994,
1983-05-03,10.684167949111632,
1983-05-04,10.7480071519367,
1983-05-05,10.81184635476177,
1983-05-06,10.93162745836666,
1983-05-09,10.912540972777652,
1983-05-10,10.921754826575356,
1983-05-11,10.856600076232576,
1983-05-12,10.809872029250458,
1983-05-13,10.853309198968809,
1983-05-16,10.753930128470637,
1983-05-17,10.7743331658121,
1983-05-18,10.745375052666535,
1983-05-19,10.661133816734747,
1983-05-20,10.671005444291305,
1983-05-23,10.755904453981948,
1983-05-24,10.8947710389411,
1983-05-25,10.938866986653052,
1983-05-26,10.890822387918478,
1983-05-27,10.823693312064387,
1983-05-31,10.687458826375401,
1983-06-01,10.94086559002216,
1983-06-02,11.037115097045897,
1983-06-03,11.066730645986702,
1983-06-06,11.094327046320988,
1983-06-07,10.955673364492561,
1983-06-08,10.860769271850584,
1983-06-09,10.89240396939791,
1983-06-10,10.94961489163912,
1983-06-13,11.094999753511868,
1983-06-14,11.141442225529596,
1983-06-15,11.248461209810696,
1983-06-16,11.38442303584172,
1983-06-17,11.383750328650839,
1983-06-20,11.376346441415638,
1983-06-21,11.477980687068056,
1983-06-22,11.508942677424502,
1983-06-23,11.480673569899338,
1983-06-24,11.469904092641976,
1983-06-27,11.338654298048752,
1983-06-28,11.151537968562197,
1983-06-29,11.216153805072489,
1983-06-30,11.283461497380182,
1983-07-01,11.612934089706329,
1983-07-05,11.472455510122334,
1983-07-06,11.601915873453288,
1983-07-07,11.538562706130707,
1983-07-08,11.50550910812652,
1983-07-11,11.5764371677787,
1983-07-12,11.398772371029425,
1983-07-13,11.393952558140555,
1983-07-14,11.431825969033612,
1983-07-15,11.313382771200763,
1983-07-18,11.289969849729252,
1983-07-19,11.349880743883327,
1983-07-20,11.657694148446271,
1983-07-21,11.641856119304359,
1983-07-22,11.630149658568605,
1983-07-25,11.674221472825833,
1983-07-26,11.743083748274934,
1983-07-27,11.540628490333786,
1983-07-28,11.365029477787589,
1983-07-29,11.194251328885198,
1983-08-01,11.175171950767778,
1983-08-02,11.17310306943696,
1983-08-03,11.271724306303877,
1983-08-04,11.126207022831357,
1983-08-05,11.15448313745959,
1983-08-08,10.977930529364222,
1983-08-09,11.043448612607758,
1983-08-10,11.14068919214709,
1983-08-11,11.14068919214709,
1983-08-12,11.183448528421335,
1983-08-15,11.289654961947736,
1983-08-16,11.26965542497306,
1983-08-17,11.399309881802262,
1983-08-18,11.279310555293641,
1983-08-19,11.308965222588899,
1983-08-22,11.333792850889008,
1983-08-23,11.225517536031788,
1983-08-24,11.120689655172413,
1983-08-25,11.092413540544179,
1983-08-26,11.182068923424028,
1983-08-29,11.189655172413792,
1983-08-30,11.212413919383081,
1983-08-31,11.337930613550645,
1983-09-01,10.608157618764487,
1983-09-02,10.657894736842106,
1983-09-06,10.84456933856581,
1983-09-07,10.849091342761758,
1983-09-08,10.83681845779054,
1983-09-09,10.78191375732422,
1983-09-12,10.688899245558744,
1983-09-13,10.644976273678138,
1983-09-14,10.680502786590724,
1983-09-15,10.617847205349134,
1983-09-16,10.738636363636365,
1983-09-19,10.827128871205893,
1983-09-20,10.931770689749833,
1983-09-21,10.878158131284579,
1983-09-22,10.96535849685304,
1983-09-23,10.949210171494189,
1983-09-26,10.985383248215088,
1983-09-27,10.879449287670083,
1983-09-28,10.851674641148326,
1983-09-29,10.801937523070707,
1983-09-30,10.727010042473461,
1983-10-03,10.381663532291203,
1983-10-04,10.410465383785569,
1983-10-05,10.502504816208843,
1983-10-06,10.661538385108035,
1983-10-07,10.694096792149416,
1983-10-10,10.809928061497233,
1983-10-11,10.665294940655048,
1983-10-12,10.620214363330167,
1983-10-13,10.63586731502963,
1983-10-14,10.635241540898578,
1983-10-17,10.67092977397557,
1983-10-18,10.506887145886909,
1983-10-19,10.439266279899584,
1983-10-20,10.454919231599048,
1983-10-21,10.390429147027687,
1983-10-24,10.392934154312599,
1983-10-25,10.42298755406907,
1983-10-26,10.354740913950694,
1983-10-27,10.320930003266856,
1983-10-28,10.228890570843584,
1983-10-31,10.24016119286498,
1983-11-01,10.203983279175102,
1983-11-02,10.277554251091244,
1983-11-03,10.19088964023544,
1983-11-04,10.127917827763223,
1983-11-07,10.094873109683576,
1983-11-08,10.085520238622339,
1983-11-09,10.223311214123743,
1983-11-10,10.250744780385755,
1983-11-11,10.367959629825473,
1983-11-14,10.386041276391426,
1983-11-15,10.309975824979547,
1983-11-16,10.35486694225099,
1983-11-17,10.357984565938068,
1983-11-18,10.293141418161463,
1983-11-21,10.352996558311778,
1983-11-22,10.402251587652987,
1983-11-23,10.409734074775013,
1983-11-25,10.423449906540842,
1983-11-28,10.383546796895692,
1983-11-29,10.468965119368805,
1983-11-30,10.374818021390976,
1983-12-01,10.329671873663461,
1983-12-02,10.264525698919364,
1983-12-05,10.284379221227045,
1983-12-06,10.266386937050921,
1983-12-07,10.293686358598025,
1983-12-08,10.249634847153711,
1983-12-09,10.24218989462748,
1983-12-12,10.275693127708712,
1983-12-13,10.2328827572565,
1983-12-14,10.133613252291712,
1983-12-15,10.030000227211163,
1983-12-16,10.07529193293439,
1983-12-19,10.070949359531818,
1983-12-20,10.051094890510948,
1983-12-21,10.14788306020472,
1983-12-22,10.146021822073163,
1983-12-23,10.126788396904937,
1983-12-27,10.222335425606607,
1983-12-28,10.258320940672045,
1983-12-29,10.228540183853926,
1983-12-30,10.2328827572565,
1984-01-03,9.85817267344548,
1984-01-04,10.022836465101975,
1984-01-05,10.144831584050104,
1984-01-06,10.17307684971736,
1984-01-09,10.15024001781757,
1984-01-10,10.093148855062632,
1984-01-11,10.084134798783522,
1984-01-12,10.081129807692307,
1984-01-13,10.037259872143085,
1984-01-16,10.046874559842623,
1984-01-17,10.085937610039343,
1984-01-18,10.069110760321983,
1984-01-19,10.038461134983942,
1984-01-20,9.988582134246826,
1984-01-23,9.908052591177134,
1984-01-24,9.972355915949894,
1984-01-25,9.90624977992131,
1984-01-26,9.87019263781034,
1984-01-27,9.852163608257587,
1984-01-30,9.787860283484825,
1984-01-31,9.820312720078688,
1984-02-01,10.035461241472925,
1984-02-02,10.073693616785823,
1984-02-03,9.922613067529946,
1984-02-06,9.748099286466816,
1984-02-07,9.788798812992315,
1984-02-08,9.610585246052773,
1984-02-09,9.584068545701012,
1984-02-10,9.638334581068344,
1984-02-13,9.555085635079141,
1984-02-14,9.657450768724793,
1984-02-15,9.635251112523838,
1984-02-16,9.627851540771017,
1984-02-17,9.603801991631856,
1984-02-21,9.535969447422692,
1984-02-22,9.515619684159944,
1984-02-23,9.514386108553643,
1984-02-24,9.712949438755933,
1984-02-27,9.823331402428801,
1984-02-28,9.670400960234721,
1984-02-29,9.685200103740364,
1984-03-01,9.346677399651067,
1984-03-02,9.408716970053531,
1984-03-05,9.328951679312137,
1984-03-06,9.23205209656925,
1984-03-07,9.13278950517938,
1984-03-08,9.169421999396938,
1984-03-09,9.119790703702003,
1984-03-12,9.237369542200653,
1984-03-13,9.263367145155406,
1984-03-14,9.262776618385557,
1984-03-15,9.300591067710402,
1984-03-16,9.410489451930665,
1984-03-19,9.322452278573449,
1984-03-20,9.386264330853047,
1984-03-21,9.374447484482955,
1984-03-22,9.258049699524003,
1984-03-23,9.26809406401696,
1984-03-26,9.256867744416718,
1984-03-27,9.294091666971713,
1984-03-28,9.446531419378374,
1984-03-29,9.425260735285175,
1984-03-30,9.405171104731675,
1984-04-02,9.021700263628501,
1984-04-03,9.003426605069698,
1984-04-04,8.996573220654794,
1984-04-05,8.853806723192864,
1984-04-06,8.878933766166572,
1984-04-09,8.877220637907232,
1984-04-10,8.90120530491553,
1984-04-11,8.851522842639595,
1984-04-12,9.007423613882308,
1984-04-13,8.98343894687401,
1984-04-16,9.04111716953026,
1984-04-17,9.078236110319342,
1984-04-18,9.017131631144414,
1984-04-19,9.023985015559319,
1984-04-23,8.954314895087693,
1984-04-24,9.026840519784066,
1984-04-25,9.059961580382993,
1984-04-26,9.154187991534394,
1984-04-27,9.130774076820027,
1984-04-30,9.139911341788201,
1984-05-01,8.98222181532118,
1984-05-02,8.994444105360243,
1984-05-03,8.955555386013454,
1984-05-04,8.839444478352865,
1984-05-07,8.859444512261284,
1984-05-08,8.917778015136719,
1984-05-09,8.89500003390842,
1984-05-10,8.88888888888889,
1984-05-11,8.805000305175781,
1984-05-14,8.75,
1984-05-15,8.777777777777779,
1984-05-16,8.777222527398003,
1984-05-17,8.698333740234375,
1984-05-18,8.654444376627604,
1984-05-21,8.59611087375217,
1984-05-22,8.54888916015625,
1984-05-23,8.508332994249132,
1984-05-24,8.401666429307726,
1984-05-25,8.423333062065971,
1984-05-29,8.349444071451822,
1984-05-30,8.352778116861979,
1984-05-31,8.36388905843099,
1984-06-01,8.507773002559729,
1984-06-04,8.568843689562836,
1984-06-05,8.530535258785873,
1984-06-06,8.606041497766855,
1984-06-07,8.601044966923808,
1984-06-08,8.614924784036807,
1984-06-11,8.497779093716831,
1984-06-12,8.449477601253776,
1984-06-13,8.446146580691746,
1984-06-14,8.34954274860883,
1984-06-15,8.274036509627848,
1984-06-18,8.423938365016864,
1984-06-19,8.472795592344797,
1984-06-20,8.596603323788832,
1984-06-21,8.578281863540859,
1984-06-22,8.575506577843704,
1984-06-25,8.548301831325778,
1984-06-26,8.478347858052718,
1984-06-27,8.41894183417382,
1984-06-28,8.485564786884849,
1984-06-29,8.504441134840892,
1984-07-02,8.313964096463176,
1984-07-03,8.341098444577007,
1984-07-05,8.290085737631069,
1984-07-06,8.261866611806388,
1984-07-09,8.322647286597503,
1984-07-10,8.297140933124533,
1984-07-11,8.170694771545126,
1984-07-12,8.141932428790431,
1984-07-13,8.18806115181378,
1984-07-16,8.227134679343665,
1984-07-17,8.269464196155276,
1984-07-18,8.216280277638463,
1984-07-19,8.160383586769935,
1984-07-20,8.115883686462038,
1984-07-23,8.083322137495603,
1984-07-24,8.021999073849065,
1984-07-25,8.076810158932153,
1984-07-26,8.144646029216732,
1984-07-27,8.204884315152423,
1984-07-30,8.150615618924759,
1984-07-31,8.176121972397729,
1984-08-01,7.49781030808052,
1984-08-02,7.6880781261880315,
1984-08-03,7.900243606010492,
1984-08-06,7.912409056132147,
1984-08-07,7.918248234584094,
1984-08-08,7.871046228710462,
1984-08-09,8.055474125845878,
1984-08-10,8.049634947393931,
1984-08-13,8.050121298091545,
1984-08-14,8.000973146907315,
1984-08-15,7.922141267725441,
1984-08-16,7.969343273599072,
1984-08-17,7.987347902172673,
1984-08-20,8.026277491065997,
1984-08-21,8.166910064771518,
1984-08-22,8.12944027049118,
1984-08-23,8.132359859717154,
1984-08-24,8.151337932206127,
1984-08-27,8.099270191795924,
1984-08-28,8.145985104451794,
1984-08-29,8.130900065104166,
1984-08-30,8.107056258078618,
1984-08-31,8.110948548699817,
1984-09-04,8.437567980155968,
1984-09-05,8.407374731680488,
1984-09-06,8.47697139145164,
1984-09-07,8.411468744708573,
1984-09-10,8.405839574401599,
1984-09-11,8.415562757736657,
1984-09-12,8.427332557159186,
1984-09-13,8.594160269427775,
1984-09-14,8.637146234942948,
1984-09-17,8.641751706779614,
1984-09-18,8.579319374594325,
1984-09-19,8.542986277856432,
1984-09-20,8.57010843092099,
1984-09-21,8.477995089921947,
1984-09-24,8.458037264443249,
1984-09-25,8.47543623417275,
1984-09-26,8.509211256014591,
1984-09-27,8.544009976326738,
1984-09-28,8.500000312341259,
1984-10-01,8.990169636254171,
1984-10-02,8.933919702918782,
1984-10-03,8.871116638183592,
1984-10-04,8.89732999709046,
1984-10-05,8.884222900983199,
1984-10-08,8.854187159862333,
1984-10-09,8.829065433983663,
1984-10-10,8.85309469352648,
1984-10-11,8.889684399354804,
1984-10-12,8.966140376711353,
1984-10-15,9.052973534297015,
1984-10-16,8.998907700325677,
1984-10-17,8.963956277347304,
1984-10-18,9.180218779925003,
1984-10-19,9.172573182189348,
1984-10-22,9.139805858575023,
1984-10-23,9.125060479617812,
1984-10-24,9.131067794503517,
1984-10-25,9.082463458903783,
1984-10-26,9.026759342082494,
1984-10-29,8.998907700325677,
1984-10-30,9.111407566996453,
1984-10-31,9.070448829132376,
1984-11-01,9.265833136122124,
1984-11-02,9.26196021139084,
1984-11-05,9.32613359498318,
1984-11-06,9.427372421475683,
1984-11-07,9.358773199965704,
1984-11-08,9.331665259273525,
1984-11-09,9.271918557741092,
1984-11-12,9.25864104398818,
1984-11-13,9.18174390397155,
1984-11-14,9.182850574486524,
1984-11-15,9.17731806605391,
1984-11-16,9.078292580591363,
1984-11-19,9.022417115505673,
1984-11-20,9.08271757436673,
1984-11-21,9.100973839223634,
1984-11-23,9.234299357512308,
1984-11-26,9.158508888010653,
1984-11-27,9.19944641149983,
1984-11-28,9.12918845043079,
1984-11-29,9.067781321054756,
1984-11-30,9.049525056197853,
1984-12-03,9.205021690670119,
1984-12-04,9.236681127113412,
1984-12-05,9.16431645448447,
1984-12-06,9.201628868775527,
1984-12-07,9.17336139157188,
1984-12-10,9.20558672965841,
1984-12-11,9.219155429271941,
1984-12-12,9.194279911307941,
1984-12-13,9.147920834619587,
1984-12-14,9.197671870547588,
1984-12-17,9.249683925083705,
1984-12-18,9.504091219916532,
1984-12-19,9.450383185760591,
1984-12-20,9.406285990335297,
1984-12-21,9.357099993395588,
1984-12-24,9.427768686404708,
1984-12-26,9.411373929194767,
1984-12-27,9.370668693009119,
1984-12-28,9.399501209201059,
1984-12-31,9.454906085631768,
1985-01-02,9.155098797280193,
1985-01-03,9.110810428788334,
1985-01-04,9.06153805606015,
1985-01-07,9.092541096649525,
1985-01-08,9.078700770309199,
1985-01-09,9.144580014102107,
1985-01-10,9.317861170201867,
1985-01-11,9.295716985955938,
1985-01-14,9.439655873047444,
1985-01-15,9.456264433605131,
1985-01-16,9.477301999961302,
1985-01-17,9.45183542780665,
1985-01-18,9.484499239977145,
1985-01-21,9.700961301932523,
1985-01-22,9.71480162827285,
1985-01-23,9.815559609508735,
1985-01-24,9.78289664208472,
1985-01-25,9.818327843726097,
1985-01-28,9.821095233196978,
1985-01-29,9.919638289160384,
1985-01-30,9.931264534974709,
1985-01-31,9.944551552370156,
1985-02-01,9.578281079951802,
1985-02-04,9.67050889554506,
1985-02-05,9.68445000508795,
1985-02-06,9.674797838336529,
1985-02-07,9.749331514897301,
1985-02-08,9.769170943513767,
1985-02-11,9.679087599316244,
1985-02-12,9.681768802202097,
1985-02-13,9.831371250437266,
1985-02-14,9.780967581660923,
1985-02-15,9.737534876750146,
1985-02-19,9.723057035717138,
1985-02-20,9.71501342705958,
1985-02-21,9.66192937358563,
1985-02-22,9.617424023882863,
1985-02-25,9.610453060017296,
1985-02-26,9.714477513757709,
1985-02-27,9.689812410859656,
1985-02-28,9.71501342705958,
1985-03-01,10.009219387569024,
1985-03-04,9.945306444114934,
1985-03-05,9.954592854681621,
1985-03-06,9.868282832695357,
1985-03-07,9.806008618545109,
1985-03-08,9.783612373547678,
1985-03-11,9.7666774481834,
1985-03-12,9.814203098599064,
1985-03-13,9.733902028571803,
1985-03-14,9.714782408647315,
1985-03-15,9.643221783930377,
1985-03-18,9.662341403854864,
1985-03-19,9.80764734784895,
1985-03-20,9.782519609500202,
1985-03-21,9.797269006769527,
1985-03-22,9.78033408140525,
1985-03-25,9.721884124653794,
1985-03-26,9.747011863002545,
1985-03-27,9.80764734784895,
1985-03-28,9.80764734784895,
1985-03-29,9.868829631486467,
1985-04-01,10.037098796924749,
1985-04-02,9.996123963416217,
1985-04-03,9.917497265246489,
1985-04-04,9.913067485010902,
1985-04-08,9.857696499407359,
1985-04-09,9.867663716160974,
1985-04-10,9.934662135600517,
1985-04-11,9.977298031085619,
1985-04-12,9.996677369110344,
1985-04-15,10.017718614005831,
1985-04-16,10.03322242238329,
1985-04-17,10.059800258902618,
1985-04-18,10.013288833770245,
1985-04-19,10.028239236453576,
1985-04-22,10.005536929581517,
1985-04-23,10.070875131938678,
1985-04-24,10.091915531939975,
1985-04-25,10.156699483708818,
1985-04-26,10.087485751704389,
1985-04-29,10.001661399934248,
1985-04-30,9.957364442472574,
1985-05-01,9.839772580829164,
1985-05-02,9.87507811773784,
1985-05-03,9.934105022589279,
1985-05-06,9.929140378746746,
1985-05-07,9.971616787288948,
1985-05-08,9.963893727394876,
1985-05-09,10.035608335982921,
1985-05-10,10.16579766116186,
1985-05-13,10.184002197001545,
1985-05-14,10.14317982798979,
1985-05-15,10.180140246179311,
1985-05-16,10.24192556708229,
1985-05-17,10.339015583143548,
1985-05-20,10.465895145760799,
1985-05-21,10.461481848428415,
1985-05-22,10.401903597066825,
1985-05-23,10.348945712579011,
1985-05-24,10.387008823788829,
1985-05-28,10.363288297596462,
1985-05-29,10.353358168160998,
1985-05-30,10.357220118983234,
1985-05-31,10.456517204585882,
1985-06-03,10.322901405185036,
1985-06-04,10.362159506866957,
1985-06-05,10.368703217150486,
1985-06-06,10.417776468255774,
1985-06-07,10.342530040024071,
1985-06-10,10.333260685126577,
1985-06-11,10.307633302526035,
1985-06-12,10.229661229680367,
1985-06-13,10.105341550343374,
1985-06-14,10.201853164987883,
1985-06-17,10.17077282915171,
1985-06-18,10.21493892154724,
1985-06-19,10.176225782387341,
1985-06-20,10.181677903619123,
1985-06-21,10.33871363836221,
1985-06-24,10.31363121828369,
1985-06-25,10.34580231116776,
1985-06-26,10.363250263914853,
1985-06-27,10.42704582315327,
1985-06-28,10.460852635607258,
1985-07-01,10.496181418678978,
1985-07-02,10.473272427645597,
1985-07-03,10.442727106267757,
1985-07-05,10.501091142134234,
1985-07-08,10.46890869140625,
1985-07-09,10.420909257368608,
1985-07-10,10.492908824573865,
