episode_id,entry_date,exit_date,entry_index,exit_index,holding_days,days_since_previous_exit,calendar_days_since_previous_exit,episode_return,episode_return_pct,entry_rsi,exit_rsi,entry_tqqq_open,exit_tqqq_open,tqqq_open_return_during_episode,is_win,pre5_tqqq_open_return,pre10_tqqq_open_return,pre20_tqqq_open_return,episode_tqqq_open_return,max_rsi_during_episode,min_rsi_during_episode,rsi_change,max_tqqq_open_return_from_entry,min_tqqq_open_return_from_entry,GSPC_OPEN,GSPC_CLOSE,GSPC_SMA160_PREV_CLOSE,GSPC_STD160_PREV_CLOSE,GSPC_SMA160_RATIO,GSPC_SMA160_Z,GSPC_SMA50_RATIO,GSPC_SMA20_RATIO,GSPC_BB20_Z,GSPC_SMA160_SLOPE_20D,GSPC_CLOSE_RET_5D,GSPC_CLOSE_RET_10D,GSPC_CLOSE_RET_20D,UVIX_OPEN,UVIX_CLOSE,UVIX_OPEN_SMA5_RATIO,UVIX_PREV_CLOSE_SMA5_RATIO,UVIX_OPEN_SMA10_RATIO,UVIX_PREV_CLOSE_SMA10_RATIO,UVIX_OPEN_SMA20_RATIO,UVIX_PREV_CLOSE_SMA20_RATIO,UVIX_OPEN_SMA50_RATIO,UVIX_PREV_CLOSE_SMA50_RATIO,UVIX_OPEN_GAP_FROM_PREV_CLOSE,UVIX_PREV_CLOSE_RET_5D,UVIX_PREV_CLOSE_RET_10D,UVIX_PREV_CLOSE_RET_20D,^VIX_OPEN_SMA20_RATIO,^VIX_PREV_CLOSE_SMA20_RATIO,^VIX_OPEN_GAP_FROM_PREV_CLOSE,^VIX_PREV_CLOSE_RET_5D,^VIX_PREV_CLOSE_RET_10D,^VIX3M_OPEN_SMA20_RATIO,^VIX3M_PREV_CLOSE_SMA20_RATIO,^VIX3M_OPEN_GAP_FROM_PREV_CLOSE,^VIX3M_PREV_CLOSE_RET_5D,^VIX3M_PREV_CLOSE_RET_10D,VIX3M_VIX_PREV_CLOSE_RATIO,VIX_VIX3M_PREV_CLOSE_RATIO,HYG_LQD_PREV_CLOSE_RATIO_SMA20,HYG_LQD_PREV_CLOSE_RET_20D,HYG_TLT_PREV_CLOSE_RATIO_SMA20,HYG_TLT_PREV_CLOSE_RET_20D,IEF_TLT_PREV_CLOSE_RATIO_SMA20,IEF_TLT_PREV_CLOSE_RET_20D,XLY_XLP_PREV_CLOSE_RATIO_SMA20,XLY_XLP_PREV_CLOSE_RET_20D,IWM_SPY_PREV_CLOSE_RATIO_SMA20,IWM_SPY_PREV_CLOSE_RET_20D,QQQ_SPY_PREV_CLOSE_RATIO_SMA20,QQQ_SPY_PREV_CLOSE_RET_20D,UUP_SPY_PREV_CLOSE_RATIO_SMA20,UUP_SPY_PREV_CLOSE_RET_20D,SPY_GLD_PREV_CLOSE_RATIO_SMA20,SPY_GLD_PREV_CLOSE_RET_20D,SPY_PREV_CLOSE_RET_5D,SPY_PREV_CLOSE_RET_20D,SPY_PREV_CLOSE_SMA20_RATIO,QQQ_PREV_CLOSE_RET_5D,QQQ_PREV_CLOSE_RET_20D,QQQ_PREV_CLOSE_SMA20_RATIO,HYG_PREV_CLOSE_RET_5D,HYG_PREV_CLOSE_RET_20D,HYG_PREV_CLOSE_SMA20_RATIO,TLT_PREV_CLOSE_RET_5D,TLT_PREV_CLOSE_RET_20D,TLT_PREV_CLOSE_SMA20_RATIO,XLY_PREV_CLOSE_RET_5D,XLY_PREV_CLOSE_RET_20D,XLY_PREV_CLOSE_SMA20_RATIO,XLP_PREV_CLOSE_RET_5D,XLP_PREV_CLOSE_RET_20D,XLP_PREV_CLOSE_SMA20_RATIO,IWM_PREV_CLOSE_RET_5D,IWM_PREV_CLOSE_RET_20D,IWM_PREV_CLOSE_SMA20_RATIO,GLD_PREV_CLOSE_RET_5D,GLD_PREV_CLOSE_RET_20D,GLD_PREV_CLOSE_SMA20_RATIO,UUP_PREV_CLOSE_RET_5D,UUP_PREV_CLOSE_RET_20D,UUP_PREV_CLOSE_SMA20_RATIO,FNG_VALUE,FNG_PREV_VALUE,FNG_PREV_SMA20_RATIO,FNG_PREV_CHANGE_5D,FNG_PREV_CHANGE_20D
1,2010-03-12,2010-03-12,19,19,1,,,-0.0102305825670487,-1.0230582567048785,70.50812620706434,70.50812620706434,0.2638895979872641,0.2638895979872641,0.0,False,0.0651817922675113,0.1783268317269117,0.2824597235532453,0.0,70.50812620706434,70.50812620706434,0.0,0.0,0.0,1151.7099609375,1149.989990234375,1074.476309967041,45.90830633097155,0.0718802734448635,1.6823459008409132,0.0357273533638584,0.0343690726759977,1.863014770611395,0.0235827531621739,0.0099148498696965,0.0411954842527317,0.0663161900415469,0.0342460409458181,0.0335259920634751,0.024357230567353616,0.02196824569253364,-0.046000967376074176,-0.04822586430804521,-0.17983170693509953,-0.18174448656750763,-0.32942712525480833,-0.3309910215279315,0.002337631217887104,-0.07680489491172904,-0.19380483661730064,-0.44378063195149386,-0.0972571404819571,-0.09273588292999535,-0.004983397300626358,-0.035256403398544855,-0.10149258093587044,-0.0589794509325553,-0.053952115624946284,-0.005314038951559019,-0.0156918646187022,-0.062075167685935795,0.1461794781320782,-0.12753628984031895,0.00998617149374903,0.032310285613795786,0.021673871057593663,0.0592327755179638,0.002132069530540681,0.004114082902547889,0.034754027977169644,0.06126831293779489,0.02290049643760428,0.05311289206898029,0.01192605953443171,0.020187517984922687,-0.03585085413569211,-0.07271176949894309,0.039768370777958584,0.04429956586026251,0.024946711415305467,0.0788710834830848,0.033641447916428424,0.034972644243083995,0.10065081288431288,0.045877214243661646,0.009964526066996715,0.054658529619223684,0.017639634114658076,-0.01694547973185101,-0.004318452000792061,-0.004015191505599147,0.029157317337597854,0.11103421312401007,0.046816664577245426,0.0014587530294463136,0.046892854125130556,0.011827965150880138,0.03767803721821683,0.13617304689646592,0.05704120724388351,-0.020120935848516264,0.033104981322426896,-0.005922371030927631,-0.0029610700774751475,0.0004244579417878036,-0.003066513226850809,,,,,
2,2010-03-16,2010-03-19,21,24,4,2.0,4.0,-0.0902986216048696,-9.029862160486967,70.12376771009264,75.26238926893018,0.2624014310995993,0.2645347096236503,0.0081298280848218,False,0.053404031125448,0.1149671183428746,0.2271780975316701,0.0081298280848218,75.26238926893018,70.12376771009264,5.138621558837542,0.0194761417025506,0.0,1150.8299560546875,1159.4599609375,1076.6322475433349,45.362750656790965,0.0689164834888211,1.6356527643732064,0.034045485054823,0.026822645787516,1.5614688701174475,0.0236084363511517,0.0166688680604449,0.0367965056090928,0.0589932741863103,0.0325038215196302,0.0316312109598974,-0.032363709904377314,0.0028926421944972525,-0.06331257119949918,-0.02918385761733655,-0.1729555559367314,-0.1428217438631567,-0.3475866989791555,-0.32381566714599963,-0.03515466223954711,0.0366328387601218,-0.1281699391335992,-0.4238703076668675,-0.08116065858090349,-0.06979147880651093,-0.012222184075249554,0.011804332415147112,-0.06542057185401118,-0.04183253733042058,-0.035314419718563195,-0.006756727523547945,0.02270479167206041,-0.03358214565150763,0.1511110729641385,-0.13127410248519622,0.0043101652765995535,0.029437088141528456,0.011304721432951359,0.04808403510707415,-0.0008754385306752877,-0.0016598715438138623,0.02226894649720257,0.05017980185076332,0.014566840492238331,0.03468323846355381,0.007941852472829858,0.009887074191206935,-0.03018895201390337,-0.06767485568786535,0.03651726863160376,0.05593430514826192,0.010676479010618412,0.06895591341272822,0.027203216151001852,0.015259035413640154,0.07952475983576934,0.03524981686104911,0.0028457598672997353,0.050059557471482385,0.011783070448421862,0.006236052779096113,0.001884889281999369,0.00039857428877976275,0.00941315725798808,0.09982899722889949,0.038495634111105126,0.007275400676779231,0.04727685229770939,0.016016315205594323,0.011237638957239948,0.10603076626464802,0.041922317889527605,-0.013833242455956851,0.012331835608502262,-0.009089737022575428,-0.0029636579037108923,-0.003385523764168452,-0.003469894315112354,,,,,
3,2010-03-23,2010-03-25,26,28,3,2.0,4.0,0.0241864538078644,2.418645380786444,71.89290650080268,69.63035080799919,0.2735408927162865,0.280091067697814,0.0239458711876079,True,-0.003688569450532,0.0597419402293193,0.1887427110423409,0.0239458711876079,73.1182584187542,69.63035080799919,-2.262555692803488,0.0239458711876079,0.0,1166.469970703125,1174.1700439453125,1082.2949348449706,44.524076317882376,0.0777745817226907,1.8905509742006,0.0452101316316171,0.0270816506804429,1.343474733933888,0.0233182284291746,0.0126870124915037,0.0295673586892508,0.0726932853408672,0.0282714456840105,0.0271632039963759,-0.0393672624056538,-0.037448953569955035,-0.10279249333572571,-0.1010008397514438,-0.1942575743096565,-0.19264856937571073,-0.39271926127229473,-0.3915065688860573,-0.0019929424447809874,-0.15911291435221764,-0.12830883332821374,-0.3238835335895489,-0.08356234906795512,-0.08192970307349934,-0.0017783452965655089,-0.06277773115370011,-0.051714447945359954,-0.04794007404633138,-0.031566755250076906,-0.016907018511619354,-0.029440092819393637,-0.007403732321603851,0.19205688262819298,-0.16111385742327544,0.0008820883250835188,-0.004350846771372319,0.0030926706326610542,-0.00666285419550805,-0.004308490947702026,-0.013626075803409132,0.020254579720653698,0.053071476802375006,0.010577523527003363,0.030454432816461763,0.009528961763380916,0.021193543909331813,-0.021628666316204748,-0.047781317262023615,0.038002309589473926,0.061697437948657674,0.009524621131421496,0.048848439158806434,0.02337908371738795,0.014394506060918966,0.07107725460835268,0.03301461653998916,0.004653844145409591,0.018761566923833906,0.009546868107118689,0.011066843661413639,0.025594956583196105,0.006372451970454218,0.01771848125474018,0.08374719201148584,0.036125183639309943,0.00794508158582019,0.029129756037317378,0.015703184663482972,0.01289083974099614,0.0807905234838191,0.033995078453499916,-0.00562938913727995,-0.012102316847139916,-0.014203691793565953,0.004246300836917127,-0.001266920872418642,0.0017154100639864556,,,,,
4,2010-03-30,2010-03-30,31,31,1,3.0,5.0,-0.0232839711713994,-2.3283971171399465,70.45936744234211,70.45936744234211,0.2791488268082483,0.2791488268082483,0.0,False,0.0135176321756056,0.0565434674926796,0.1894863489233766,0.0,70.45936744234211,70.45936744234211,0.0,0.0,0.0,1173.75,1173.27001953125,1087.4753719329833,44.72064934552766,0.0793347879811419,1.9291899677133084,0.049380568767682,0.0189372653323136,1.2684168957707482,0.0215646005759198,-0.0007665196525014,0.011910767994596,0.0491455482450107,0.0277543840034149,0.0268864653138206,-0.012747218325799281,-0.024597485512609096,-0.03534762986465301,-0.04692661808396981,-0.12546335851576018,-0.1359606628116964,-0.37191123689302086,-0.37945035939336835,0.012149104611481887,-0.03200593857058964,-0.18602629476026267,-0.2903532550171901,-0.005272541469317771,-0.00809202081912419,0.0028424807633211646,0.042679269563522526,-0.022777769300672768,-0.023909332027328367,-0.02144440009165427,-0.002518949292104611,-0.012928902088048755,-0.04198836682991747,0.1284821039952826,-0.11385391362468589,0.009432221783687966,0.02056195332443722,0.026016024036995322,0.05640377134018859,0.009075823427796337,0.015440826528059226,0.01540555195930482,0.036830063563920046,-0.004276330802411299,0.011895073432778291,0.005034303061024037,0.01294292557161203,-0.008571828289376637,-0.04145876562280493,0.019174432287835996,0.05508613631737669,0.0062612863870239455,0.04852980905171167,0.016021477482370816,0.00646914409716981,0.06210085232988449,0.021086499585310836,0.002598528098384456,0.02482967567626626,0.006544674525881478,-0.030100700324299345,-0.029888283741988486,-0.019106436806325622,0.011301127456206483,0.06806453581779226,0.027877822738810343,0.00465786703066895,0.030124967775827516,0.012365772125837227,-0.0026331232236490587,0.061002148126838796,0.011640239096509353,0.009280742459396807,-0.006214020865205283,-0.003377053353197601,0.008033849349779576,0.005059057449712467,0.007480054320303298,,,,,
5,2010-04-05,2010-04-07,34,36,3,3.0,6.0,-0.1114185652113058,-11.141856521130588,70.6238940743174,73.36974312601969,0.2774615473895696,0.2846070697167064,0.0257531985760324,False,0.0126948948720888,0.0549635079973047,0.1563715008147226,0.0257531985760324,73.36974312601969,70.6238940743174,2.7458490517022796,0.0257531985760324,0.0,1178.7099609375,1187.43994140625,1090.6849975585938,44.63952131038795,0.0807061283284749,1.9719065257633528,0.0519997524094306,0.0161538124339413,1.5295980342591171,0.0208606210759358,0.017872582652703,0.0237433540930389,0.0428031898870417,0.0264885484873884,0.0241225858534792,-0.02087053501113334,-0.03622836547815145,-0.04536085370182208,-0.06033454889767964,-0.11908349880984226,-0.1329008404021832,-0.38225385282109736,-0.39194331773791014,0.015935134337749624,-0.0933717311818657,-0.08848450661848628,-0.29548647038880516,0.025553124024134677,-0.0024268771817562707,0.028048070428004834,-0.05054349589438012,0.05114310657040266,-0.0031849988349833547,-0.009654644887024721,0.006532717115943054,-0.033041803095076316,0.021560579371847854,0.13909561537980308,-0.12211057044006368,-0.0049437480043078574,0.003885572848155272,0.0026920502684937286,0.030568406206493925,0.002307115008163052,0.010070806890215778,0.005982688377148548,0.03358698401528337,-0.005236131313555714,0.002183400224794685,-0.0022753993793542815,0.006567065208822553,-0.014802011535034243,-0.04299410220298683,4.0368943964752546e-05,0.05121610572387425,0.009858564173475637,0.045809691850758005,0.0135687695047908,0.00437954288073672,0.052677592293160824,0.011244211601689091,-0.013083731267711673,0.0021761819576129326,-0.00910491133718927,0.002818489386711809,-0.027550062740029357,-0.011875298982657934,0.00425142387947175,0.05959630454705578,0.01714723272021712,0.00788817588804891,0.0251641331924779,0.01113291483174983,0.008696992911770174,0.048093112967037444,0.008273348933374836,0.03259040453939699,-0.005143008981386754,0.013386544778854592,-0.019477800650680166,0.0008460430744523517,-0.0013717332779893399,,,,,
6,2010-04-09,2010-04-16,38,43,6,2.0,2.0,0.025006854846719,2.500685484671905,69.92047396119202,76.8886363631673,0.285921805492033,0.306911742306367,0.0734114586965939,True,0.0071999681372356,0.0035442930033,0.0934258801927512,0.0734114586965939,78.33122397440651,69.92047396119202,6.9681624019752775,0.0734114586965939,0.0,1187.469970703125,1194.3699951171875,1095.4321838378903,44.42953163957249,0.084019611823688,2.071545286857318,0.0532644950410798,0.0157151012484111,1.5920137628931053,0.0206680001371364,0.0138103894986993,0.0245683092382347,0.0383659108164204,0.0226110185759363,0.0222372174175942,-0.0504799101016441,-0.03721900111538201,-0.1202504208173969,-0.10796392027427326,-0.19445743242585756,-0.183207300083419,-0.4360642281696687,-0.42818835379492004,-0.013773546633787936,-0.1295811988388007,-0.2004859504945944,-0.3127959884685355,-0.053638752515243526,-0.044360709744059146,-0.009708728874782357,-0.0631040705356819,-0.06096864623017684,-0.0467797875157544,-0.03922655635131067,-0.007861615258389243,-0.04216868219732306,-0.049800797001967045,0.15776701782097913,-0.13626836435357326,0.006732921357347044,0.006371536558165358,0.010197338797341082,0.009809040594020546,0.0026433640605381115,-0.0031988609792413802,0.026756646944655182,0.03918674620102913,0.005563635637384046,0.000678277282887052,0.0005980998034247342,0.0002244632055763418,-0.008385140443020744,-0.021339206433488966,-0.016591744427938315,-0.005280455101929871,0.015128176436465024,0.033052060381112636,0.0145038653070384,0.012043227427166459,0.03328394255811329,0.015110048805712317,-0.0006790221356035575,0.0005664561653433431,0.00018685183824396212,-0.008156462088643512,-0.009152804200723175,-0.01008099499814974,0.02679662192528598,0.05738481862902489,0.02649966492571587,-0.001432184571796502,0.017511840383379162,-0.00023302656630019847,0.029940983597702697,0.03375275612570894,0.020130915023779394,0.03396057532148844,0.038536003117311424,0.03147535596046391,0.0033613414399393804,0.011007549208098988,0.006045523458347635,,,,,
7,2010-04-26,2010-04-26,49,49,1,6.0,10.0,-0.0210653815263348,-2.106538152633486,70.61925629618503,70.61925629618503,0.3173575755928351,0.3173575755928351,0.0,False,0.0571816748024991,0.0761943997369987,0.1368489659632152,0.0,70.61925629618503,70.61925629618503,0.0,0.0,0.0,1217.0699462890625,1212.050048828125,1108.2709976196288,46.68098533867048,0.0981699863148224,2.3306909200844297,0.0539276437964673,0.020793765823815,1.6790983627702971,0.0210726118348016,0.0121334333120899,0.0130132293172804,0.0389683473540305,0.020778631259846,0.0203266278945964,0.0178567619396246,-0.03370035205494293,-0.0226016489774985,-0.07210943836993022,-0.10260296517087042,-0.1480584781203601,-0.3495075519733142,-0.38245670017331057,0.05335520312380271,-0.14605722298939539,-0.11292232608010666,-0.3140709962790037,0.048662263707559106,-0.005207348886296148,0.054151598861879924,-0.09477122621320255,0.02973986788951266,0.01585498448940803,0.0013943799095381681,0.014440469079900486,-0.04152249983170453,0.04135330374382207,0.1666665710314612,-0.14285707259453717,0.005708449287745276,0.0019954711926133406,0.001427897000361833,-0.005544302957973701,-0.006955584322202002,-0.010566779051038755,0.047688546152901745,0.07779644967479404,0.029319887003042222,0.04642951964709918,0.007031137660109765,0.008966023314772364,-0.01728569614956199,-0.05387011327793911,0.005096730482101686,-0.014900660343803995,0.020526113737550533,0.04423485610988265,0.020966630731240166,0.01998792051011744,0.05359749017586202,0.028114420143716234,0.012548051343427957,0.010263884447635707,0.011307631287935216,0.0027821054785437394,0.015896321427520732,0.009822556416820172,0.037823662422478144,0.08320673666495138,0.04782321136355727,0.004299564309905302,0.005019766943739512,0.00014273808645270947,0.037363534888785965,0.09271817887782219,0.050736665809415715,0.017529707075550238,0.0600300031409271,0.015708099752535842,0.008033849349779576,-0.012018193877529226,0.003514835716416531,,,,,
8,2010-10-14,2010-10-14,169,169,1,120.0,171.0,0.0344071668865759,3.440716688657597,70.08633610583959,70.08633610583959,0.2952510749540548,0.2952510749540548,0.0,True,0.0551757094271241,0.0506732092899089,0.1823918578471033,0.0,70.08633610583959,70.08633610583959,0.0,0.0,0.0,1177.8199462890625,1173.81005859375,1123.0038722991944,46.603902404565055,0.0488120079921361,1.1762121015964233,0.0577067659480068,0.0261230479940459,2.007227593103603,0.0067727767172709,0.013600330900908,0.0285752793700948,0.0437021170134421,0.0101296073808298,0.0104657978210881,-0.0753953692840833,-0.12016787917403737,-0.17955065266700376,-0.21927960847942518,-0.22880645308093117,-0.26615027503406996,-0.4551188124164338,-0.48150381801720143,0.05088756005852901,-0.24214476159360176,-0.30232922061138734,-0.3330236255487623,-0.10193228358435136,-0.12577075321178632,0.027267984587582506,-0.11261052126889015,-0.17978495936239924,-0.08006883337380666,-0.0804689865844801,0.00043517097828726925,-0.07747893685259444,-0.11308376389158603,0.20503408022986602,-0.17014795149258743,0.005309087216405661,0.0004846809650258521,0.020215143861639584,0.007537122520057116,0.019049277531812292,0.01688747043807881,0.007080441179660557,0.025485270063046572,0.01801427603381134,0.035542579135366514,0.00018802703648002073,0.014584709657953221,-0.048447172467831034,-0.09219985988262747,-0.015825424782232034,-0.035990032905977576,0.016288885715179946,0.04280152334204712,0.026976405544640425,0.026203553270818247,0.05801048079086213,0.027184203109210436,0.00998316740791183,0.0152215406129117,0.009598144287339627,-0.02377789470336722,0.00762693296464767,-0.010561664192827225,0.01920240931106232,0.05279217327036889,0.026342791273361144,0.010627033272187392,0.026628274441858668,0.019183394160661615,0.028713033131877008,0.07986537900791268,0.04535090785705398,0.017145966220205366,0.08173313444625396,0.04326922136448785,-0.004008915346518038,-0.05334463099548015,-0.022428157726150144,,,,,
9,2010-11-04,2010-11-09,184,187,4,15.0,21.0,0.0666817729653312,6.668177296533129,70.3765145305916,76.54909212866175,0.3514723771101954,0.3579977871959806,0.0185659258330257,True,0.0246279317615056,0.0785742964155906,0.2108909225810509,0.0185659258330257,77.66117872321493,70.3765145305916,6.1725775980701485,0.0185659258330257,-0.0033177608660959,1198.3399658203125,1221.06005859375,1127.0851856231689,49.36499192852688,0.0632204034850716,1.443427364483517,0.0510227376939154,0.0166115120181979,2.008026912385947,0.0054049264350952,0.0314923620725533,0.0345686954489181,0.0544013236036322,0.0061043811456255,0.006068905612804,-0.22997657018787687,-0.10581848704569508,-0.23689764437546323,-0.11385551078903089,-0.3347223330725847,-0.2274533894468509,-0.5542204735909368,-0.48234326913173875,-0.1388510960509275,-0.1416091218574398,-0.212896094460581,-0.44266889182654834,-0.10191268990902169,-0.025702349597778062,-0.07822079862327647,-0.05552871411725391,-0.011622104039646586,-0.09096849350190284,-0.05744575862362056,-0.03556584163191523,-0.042035431278947266,-0.04457194332228487,0.10685072646484328,-0.09653580551562946,0.009441599520681132,0.028487255727565053,0.03184068964528475,0.08579810526323173,0.024130384421827245,0.05836049980543745,0.015253281958974796,0.03186545663999252,0.0025369106711892186,0.00877028258419954,0.016139660469535855,0.04178941816731174,-0.02847419410526353,-0.04603752669369343,0.018053374615555784,0.035670024737112005,0.013262373131022187,0.03378435068677055,0.016883034535457142,0.01590346527868891,0.07698559721244269,0.03320603068433936,0.0006618594328056115,0.01749857018388168,0.006725554651730192,-0.003023614675134789,-0.06290261029953825,-0.024654795012655772,0.018798058557068842,0.05672088833653732,0.02676715187955403,0.011900600497713132,0.024087861006104383,0.011369596126749704,0.014749693433819377,0.042850931573416684,0.019455904470538465,0.015827694442052342,-0.001820728615584133,-0.001282795062554687,-0.022516566775771518,-0.0138085239534943,-0.011982083579704983,,,,,
10,2010-12-22,2010-12-23,217,218,2,30.0,43.0,0.019256645924941,1.925664592494103,70.93178641488345,71.08727313738517,0.3748699108776566,0.3732568719434455,-0.0043029298628812,True,0.0288789006892391,0.0467902933080959,0.1433550604463918,-0.0043029298628812,71.08727313738517,70.93178641488345,0.1554867225017204,0.0,-0.0043029298628812,1254.93994140625,1258.8399658203125,1132.7485591888428,57.3779546371856,0.1078715847627367,2.12958762629397,0.0424128227407296,0.0268133404747548,1.4311205199300827,0.002741164038158,0.0191138376860016,0.0248802681754349,0.0661539781691262,0.0040236844602349,0.0038343546138502,-0.04285340992133213,-0.08499218315105384,-0.05483262673870204,-0.09644401000938374,-0.190636031624018,-0.2262686140071407,-0.389221505167885,-0.41611128020767896,0.04605291064598438,-0.12002074018132147,-0.16730387020520043,-0.298449593959784,-0.11740347584188704,-0.11900629067372559,0.0018193260801648847,-0.06360027259596102,-0.08337965642490763,-0.06902610022767741,-0.0666822944229769,-0.002511262553678284,-0.023540929701057922,-0.050548378667200744,0.2073984307922183,-0.17177298355120152,0.010007845112598002,0.025655659208138948,0.01489579147315534,0.037227094078504885,-0.003512762145113535,-0.0053652051436756665,0.005817007227310933,0.020587307811091193,0.019244190560538277,0.042795650522859274,-0.002325968901461528,-0.0056004722021304465,-0.016387598723587082,-0.018287110022243924,0.02286278332320113,0.0290790282203659,0.00577525652745603,0.043264804414803404,0.023128291740680984,0.009007313419585605,0.03742202887821722,0.020819951511158008,0.005146555142180542,0.0029023721982757156,0.006808024309649774,0.017907548695559106,-0.03309277406672839,-0.008494236907025221,0.00990106387898071,0.03652847669949155,0.01667523460346887,-0.0006830757272759946,0.015619603307227337,0.010795415380257856,0.024447024309061538,0.08791200038733837,0.04267458469362473,-0.006315063869991255,0.013784924000413756,0.00021071534979610895,0.016586690119867464,0.02418650615413509,0.006765116202660071,,,,,
