Date,SOXL_OPEN,SOXL_SOURCE
2005-12-20,0.5687380852816044,synthetic_3x_semiconductor_ohlc_fee_financing
2005-12-21,0.5714913678608267,synthetic_3x_semiconductor_ohlc_fee_financing
2005-12-22,0.5714280209655305,synthetic_3x_semiconductor_ohlc_fee_financing
2005-12-23,0.5930134371679177,synthetic_3x_semiconductor_ohlc_fee_financing
2005-12-27,0.5959988093748239,synthetic_3x_semiconductor_ohlc_fee_financing
2005-12-28,0.5722509128320159,synthetic_3x_semiconductor_ohlc_fee_financing
2005-12-29,0.5753416470076861,synthetic_3x_semiconductor_ohlc_fee_financing
2005-12-30,0.55684031535764,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-03,0.554347219907473,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-04,0.5976009633009527,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-05,0.6149140101121185,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-06,0.6602258300201186,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-09,0.7018230837152818,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-10,0.7180947864460339,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-11,0.7396614886563414,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-12,0.765302903277985,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-13,0.7323364394377347,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-17,0.7147411293011504,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-18,0.6656913484724238,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-19,0.7109635516642998,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-20,0.743778248845316,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-23,0.6674896334176847,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-24,0.6756696368225453,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-25,0.6963091626909107,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-26,0.7088684720726527,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-27,0.8196388321195663,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-30,0.8096282411441583,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-31,0.8023142850066125,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-01,0.7590455508996312,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-02,0.7870050320868092,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-03,0.7477442065508774,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-06,0.7237063523353175,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-07,0.7660439531523849,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-08,0.7889484550755,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-09,0.8041648743541296,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-10,0.7947046068456547,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-13,0.7647606183629255,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-14,0.733470041864156,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-15,0.7495819747412829,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-16,0.7629360255083892,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-17,0.7889773140888628,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-21,0.7457794456965992,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-22,0.693357991635528,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-23,0.7259155229511972,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-24,0.6989126067219833,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-27,0.7004891128365269,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-28,0.7068286711975919,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-01,0.6991528128892275,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-02,0.7795105206960227,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-03,0.7700025678578489,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-06,0.7524648074155627,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-07,0.7056877778195451,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-08,0.6459544519460696,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-09,0.6414229128841689,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-10,0.6139347716299138,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-13,0.6112734629542146,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-14,0.598567543294811,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-15,0.6417319572780948,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-16,0.6482182819546638,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-17,0.5797795438733747,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-20,0.58415902986521,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-21,0.5900994000949549,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-22,0.5775607037473863,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-23,0.5860184774849129,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-24,0.5946286569380591,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-27,0.6118419885138376,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-28,0.6086577282706539,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-29,0.5738433535153213,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-30,0.615565690445353,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-31,0.6142003279341717,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-03,0.5928369850151243,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-04,0.6111822840289783,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-05,0.6070265612595661,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-06,0.6572286718858213,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-07,0.682600391616132,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-10,0.6448334818510592,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-11,0.629486668146531,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-12,0.6016693349699261,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-13,0.6127682492069331,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-17,0.6182673348834484,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-18,0.5907899762223704,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-19,0.6510507996153547,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-20,0.6851528595760811,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-21,0.6960635821524191,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-24,0.6531192150624022,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-25,0.6394181380439782,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-26,0.6446901031779726,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-27,0.6344052316022579,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-28,0.6591089727363817,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-01,0.6467724881491623,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-02,0.6334042220425266,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-03,0.6346005503689034,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-04,0.6589498491207147,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-05,0.6910384956276565,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-08,0.6919914616031739,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-09,0.6779594710745882,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-10,0.657150151899796,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-11,0.6080338359219404,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-12,0.5664649584081438,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-15,0.55314104770418,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-16,0.5374289167215565,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-17,0.5284404918082689,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-18,0.5101574999815862,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-19,0.4964899637719478,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-22,0.5440189728829541,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-23,0.4759642761421696,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-24,0.4528802428985488,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-25,0.46305123640731016,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-26,0.4569136928686991,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-30,0.46809125891246706,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-31,0.43769162196973227,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-01,0.46088243139968027,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-02,0.49246422216926117,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-05,0.490242901408622,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-06,0.4461359742944807,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-07,0.44013431465050956,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-08,0.4089807685606048,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-09,0.40680288304523177,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-12,0.3996883524726572,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-13,0.37681068038996546,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-14,0.37083197687454345,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-15,0.3859894769186957,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-16,0.43416962717668756,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-19,0.4226283562509663,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-20,0.4104548830616427,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-21,0.4018621682086408,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-22,0.42704038392742016,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-23,0.409641118825884,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-26,0.39928735637006485,synthetic_3x_semiconductor_ohlc_fee_financing
